"","Kreiskennziffer","Name des Kreises","Jahr","Bevoelkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"5714",9779,"Donau-Ries",2005,131345,0.617057,3,5,2
"5715",9779,"Donau-Ries",2006,131345,0.594059,2,4,2
"5716",9779,"Donau-Ries",2007,131345,0.561491,2,3,2
"5717",9779,"Donau-Ries",2008,131345,0.533092,2,3,2
"5718",9779,"Donau-Ries",2009,131345,0.514211,1,2,1
"5719",9779,"Donau-Ries",2010,131345,0.510915,1,2,1
"5720",9779,"Donau-Ries",2011,131345,0.449334,1,1,1
"5721",9779,"Donau-Ries",2012,131345,0.464902,1,2,1
"5722",9779,"Donau-Ries",2013,131345,0.42447,1,1,1
"5723",9779,"Donau-Ries",2014,131345,0.401653,1,1,1
"5724",9779,"Donau-Ries",2015,131345,0.377033,1,1,1
"5725",9780,"Oberallgäu",1998,152672,0.731593,4,8,2
"5726",9780,"Oberallgäu",1999,152672,0.724155,4,8,2
"5727",9780,"Oberallgäu",2000,152672,0.703324,4,8,2
"5728",9780,"Oberallgäu",2001,152672,0.682475,4,7,2
"5729",9780,"Oberallgäu",2002,152672,0.661882,3,6,2
"5730",9780,"Oberallgäu",2003,152672,0.671039,4,7,2
"5731",9780,"Oberallgäu",2004,152672,0.66489,3,6,2
"5732",9780,"Oberallgäu",2005,152672,0.66327,3,6,2
"5733",9780,"Oberallgäu",2006,152672,0.63466,3,5,2
"5734",9780,"Oberallgäu",2007,152672,0.60267,2,4,2
"5735",9780,"Oberallgäu",2008,152672,0.579154,2,4,2
"5736",9780,"Oberallgäu",2009,152672,0.572241,2,4,2
"5737",9780,"Oberallgäu",2010,152672,0.554212,2,3,2
"5738",9780,"Oberallgäu",2011,152672,0.492387,1,2,1
"5739",9780,"Oberallgäu",2012,152672,0.504462,1,2,1
"5740",9780,"Oberallgäu",2013,152672,0.490042,1,2,1
"5741",9780,"Oberallgäu",2014,152672,0.470709,1,2,1
"5742",9780,"Oberallgäu",2015,152672,0.447532,1,1,1
"5743",10041,"Regionalverband Saarbrücken",1998,327380,0.831638,5,10,3
"5744",10041,"Regionalverband Saarbrücken",1999,327380,0.815812,5,10,3
"5745",10041,"Regionalverband Saarbrücken",2000,327380,0.788547,5,9,3
"5746",10041,"Regionalverband Saarbrücken",2001,327380,0.768799,5,9,3
"5747",10041,"Regionalverband Saarbrücken",2002,327380,0.744494,5,9,3
"5748",10041,"Regionalverband Saarbrücken",2003,327380,0.749673,5,9,3
"5749",10041,"Regionalverband Saarbrücken",2004,327380,0.737152,4,8,2
"5750",10041,"Regionalverband Saarbrücken",2005,327380,0.734666,4,8,2
"5751",10041,"Regionalverband Saarbrücken",2006,327380,0.720256,4,8,2
"5752",10041,"Regionalverband Saarbrücken",2007,327380,0.697953,4,7,2
"5753",10041,"Regionalverband Saarbrücken",2008,327380,0.663878,3,6,2
"5754",10041,"Regionalverband Saarbrücken",2009,327380,0.616049,3,5,2
"5755",10041,"Regionalverband Saarbrücken",2010,327380,0.620306,3,5,2
"5756",10041,"Regionalverband Saarbrücken",2011,327380,0.587145,2,4,2
"5757",10041,"Regionalverband Saarbrücken",2012,327380,0.570741,2,4,2
"5758",10041,"Regionalverband Saarbrücken",2013,327380,0.567283,2,4,2
"5759",10041,"Regionalverband Saarbrücken",2014,327380,0.551145,2,3,2
"5760",10041,"Regionalverband Saarbrücken",2015,327380,0.525225,2,3,2
"5761",10042,"Merzig-Wadern",1998,103997,0.832634,5,10,3
"5762",10042,"Merzig-Wadern",1999,103997,0.804368,5,10,3
"5763",10042,"Merzig-Wadern",2000,103997,0.776199,5,9,3
"5764",10042,"Merzig-Wadern",2001,103997,0.77359,5,9,3
"5765",10042,"Merzig-Wadern",2002,103997,0.756895,5,9,3
"5766",10042,"Merzig-Wadern",2003,103997,0.745473,5,9,3
"5767",10042,"Merzig-Wadern",2004,103997,0.735068,4,8,2
"5768",10042,"Merzig-Wadern",2005,103997,0.738385,4,8,2
"5769",10042,"Merzig-Wadern",2006,103997,0.725742,4,8,2
"5770",10042,"Merzig-Wadern",2007,103997,0.715922,4,8,2
"5771",10042,"Merzig-Wadern",2008,103997,0.673205,4,7,2
"5772",10042,"Merzig-Wadern",2009,103997,0.621248,3,5,2
"5773",10042,"Merzig-Wadern",2010,103997,0.64792,3,6,2
"5774",10042,"Merzig-Wadern",2011,103997,0.617259,3,5,2
"5775",10042,"Merzig-Wadern",2012,103997,0.610609,3,5,2
"5776",10042,"Merzig-Wadern",2013,103997,0.614156,3,5,2
"5777",10042,"Merzig-Wadern",2014,103997,0.591495,2,4,2
"5778",10042,"Merzig-Wadern",2015,103997,0.548234,2,3,2
"5779",10043,"Neunkirchen",1998,133735,0.842318,5,10,3
"5780",10043,"Neunkirchen",1999,133735,0.826965,5,10,3
"5781",10043,"Neunkirchen",2000,133735,0.815445,5,10,3
"5782",10043,"Neunkirchen",2001,133735,0.796478,5,9,3
"5783",10043,"Neunkirchen",2002,133735,0.791551,5,9,3
"5784",10043,"Neunkirchen",2003,133735,0.778104,5,9,3
"5785",10043,"Neunkirchen",2004,133735,0.763253,5,9,3
"5786",10043,"Neunkirchen",2005,133735,0.779066,5,9,3
"5787",10043,"Neunkirchen",2006,133735,0.760367,5,9,3
"5788",10043,"Neunkirchen",2007,133735,0.745379,5,9,3
"5789",10043,"Neunkirchen",2008,133735,0.707983,4,8,2
"5790",10043,"Neunkirchen",2009,133735,0.648387,3,6,2
"5791",10043,"Neunkirchen",2010,133735,0.668458,3,6,2
"5792",10043,"Neunkirchen",2011,133735,0.641966,3,6,2
"5793",10043,"Neunkirchen",2012,133735,0.628073,3,5,2
"5794",10043,"Neunkirchen",2013,133735,0.6124,3,5,2
"5795",10043,"Neunkirchen",2014,133735,0.589587,2,4,2
"5796",10043,"Neunkirchen",2015,133735,0.58242,2,4,2
"5797",10044,"Saarlouis",1998,197009,0.797914,5,9,3
"5798",10044,"Saarlouis",1999,197009,0.785664,5,9,3
"5799",10044,"Saarlouis",2000,197009,0.757964,5,9,3
"5800",10044,"Saarlouis",2001,197009,0.743996,5,9,3
"5801",10044,"Saarlouis",2002,197009,0.735738,4,8,2
"5802",10044,"Saarlouis",2003,197009,0.736875,4,8,2
"5803",10044,"Saarlouis",2004,197009,0.715096,4,8,2
"5804",10044,"Saarlouis",2005,197009,0.71458,4,8,2
"5805",10044,"Saarlouis",2006,197009,0.694788,4,7,2
"5806",10044,"Saarlouis",2007,197009,0.69969,4,7,2
"5807",10044,"Saarlouis",2008,197009,0.658756,3,6,2
"5808",10044,"Saarlouis",2009,197009,0.59715,2,4,2
"5809",10044,"Saarlouis",2010,197009,0.623364,3,5,2
"5810",10044,"Saarlouis",2011,197009,0.585542,2,4,2
"5811",10044,"Saarlouis",2012,197009,0.582457,2,4,2
"5812",10044,"Saarlouis",2013,197009,0.551663,2,3,2
"5813",10044,"Saarlouis",2014,197009,0.529362,2,3,2
"5814",10044,"Saarlouis",2015,197009,0.508314,1,2,1
"5815",10045,"Saarpfalz-Kreis",1998,144584,0.734802,4,8,2
"5816",10045,"Saarpfalz-Kreis",1999,144584,0.719269,4,8,2
"5817",10045,"Saarpfalz-Kreis",2000,144584,0.69911,4,7,2
"5818",10045,"Saarpfalz-Kreis",2001,144584,0.686656,4,7,2
"5819",10045,"Saarpfalz-Kreis",2002,144584,0.683888,4,7,2
"5820",10045,"Saarpfalz-Kreis",2003,144584,0.668491,3,6,2
"5821",10045,"Saarpfalz-Kreis",2004,144584,0.658244,3,6,2
"5822",10045,"Saarpfalz-Kreis",2005,144584,0.640145,3,6,2
"5823",10045,"Saarpfalz-Kreis",2006,144584,0.639549,3,5,2
"5824",10045,"Saarpfalz-Kreis",2007,144584,0.592206,2,4,2
"5825",10045,"Saarpfalz-Kreis",2008,144584,0.572826,2,4,2
"5826",10045,"Saarpfalz-Kreis",2009,144584,0.516924,1,2,1
"5827",10045,"Saarpfalz-Kreis",2010,144584,0.54612,2,3,2
"5828",10045,"Saarpfalz-Kreis",2011,144584,0.500981,1,2,1
"5829",10045,"Saarpfalz-Kreis",2012,144584,0.482569,1,2,1
"5830",10045,"Saarpfalz-Kreis",2013,144584,0.478691,1,2,1
"5831",10045,"Saarpfalz-Kreis",2014,144584,0.442531,1,1,1
"5832",10045,"Saarpfalz-Kreis",2015,144584,0.424844,1,1,1
"5833",10046,"St. Wendel",1998,88892,0.755255,5,9,3
"5834",10046,"St. Wendel",1999,88892,0.754877,5,9,3
"5835",10046,"St. Wendel",2000,88892,0.724415,4,8,2
"5836",10046,"St. Wendel",2001,88892,0.708281,4,8,2
"5837",10046,"St. Wendel",2002,88892,0.702998,4,7,2
"5838",10046,"St. Wendel",2003,88892,0.678764,4,7,2
"5839",10046,"St. Wendel",2004,88892,0.671413,4,7,2
"5840",10046,"St. Wendel",2005,88892,0.682684,4,7,2
"5841",10046,"St. Wendel",2006,88892,0.669402,3,6,2
"5842",10046,"St. Wendel",2007,88892,0.642745,3,6,2
"5843",10046,"St. Wendel",2008,88892,0.610789,3,5,2
"5844",10046,"St. Wendel",2009,88892,0.528672,2,3,2
"5845",10046,"St. Wendel",2010,88892,0.562551,2,3,2
"5846",10046,"St. Wendel",2011,88892,0.52881,2,3,2
"5847",10046,"St. Wendel",2012,88892,0.519032,1,2,1
"5848",10046,"St. Wendel",2013,88892,0.499932,1,2,1
"5849",10046,"St. Wendel",2014,88892,0.499062,1,2,1
"5850",10046,"St. Wendel",2015,88892,0.463123,1,2,1
"5851",11000,"Berlin, Stadt",1998,3520031,0.811283,5,10,3
"5852",11000,"Berlin, Stadt",1999,3520031,0.791199,5,9,3
"5853",11000,"Berlin, Stadt",2000,3520031,0.752108,5,9,3
"5854",11000,"Berlin, Stadt",2001,3520031,0.730496,4,8,2
"5855",11000,"Berlin, Stadt",2002,3520031,0.728106,4,8,2
"5856",11000,"Berlin, Stadt",2003,3520031,0.730522,4,8,2
"5857",11000,"Berlin, Stadt",2004,3520031,0.723571,4,8,2
"5858",11000,"Berlin, Stadt",2005,3520031,0.716871,4,8,2
"5859",11000,"Berlin, Stadt",2006,3520031,0.700296,4,7,2
"5860",11000,"Berlin, Stadt",2007,3520031,0.675411,4,7,2
"5861",11000,"Berlin, Stadt",2008,3520031,0.626117,3,5,2
"5862",11000,"Berlin, Stadt",2009,3520031,0.602457,2,4,2
"5863",11000,"Berlin, Stadt",2010,3520031,0.586954,2,4,2
"5864",11000,"Berlin, Stadt",2011,3520031,0.54849,2,3,2
"5865",11000,"Berlin, Stadt",2012,3520031,0.501625,1,2,1
"5866",11000,"Berlin, Stadt",2013,3520031,0.500497,1,2,1
"5867",11000,"Berlin, Stadt",2014,3520031,0.479553,1,2,1
"5868",11000,"Berlin, Stadt",2015,3520031,0.452739,1,2,1
"5869",12051,"Brandenburg an der Havel, Stadt",1998,71574,0.904251,5,10,3
"5870",12051,"Brandenburg an der Havel, Stadt",1999,71574,0.891921,5,10,3
"5871",12051,"Brandenburg an der Havel, Stadt",2000,71574,0.884632,5,10,3
"5872",12051,"Brandenburg an der Havel, Stadt",2001,71574,0.848899,5,10,3
"5873",12051,"Brandenburg an der Havel, Stadt",2002,71574,0.862765,5,10,3
"5874",12051,"Brandenburg an der Havel, Stadt",2003,71574,0.846969,5,10,3
"5875",12051,"Brandenburg an der Havel, Stadt",2004,71574,0.830393,5,10,3
"5876",12051,"Brandenburg an der Havel, Stadt",2005,71574,0.847069,5,10,3
"5877",12051,"Brandenburg an der Havel, Stadt",2006,71574,0.847467,5,10,3
"5878",12051,"Brandenburg an der Havel, Stadt",2007,71574,0.811067,5,10,3
"5879",12051,"Brandenburg an der Havel, Stadt",2008,71574,0.718981,4,8,2
"5880",12051,"Brandenburg an der Havel, Stadt",2009,71574,0.682306,4,7,2
"5881",12051,"Brandenburg an der Havel, Stadt",2010,71574,0.705085,4,8,2
"5882",12051,"Brandenburg an der Havel, Stadt",2011,71574,0.680346,4,7,2
"5883",12051,"Brandenburg an der Havel, Stadt",2012,71574,0.637998,3,5,2
"5884",12051,"Brandenburg an der Havel, Stadt",2013,71574,0.649712,3,6,2
"5885",12051,"Brandenburg an der Havel, Stadt",2014,71574,0.650316,3,6,2
"5886",12051,"Brandenburg an der Havel, Stadt",2015,71574,0.63727,3,5,2
"5887",12052,"Cottbus, Stadt",1998,99687,0.820538,5,10,3
"5888",12052,"Cottbus, Stadt",1999,99687,0.801239,5,10,3
"5889",12052,"Cottbus, Stadt",2000,99687,0.793747,5,9,3
"5890",12052,"Cottbus, Stadt",2001,99687,0.755749,5,9,3
"5891",12052,"Cottbus, Stadt",2002,99687,0.750018,5,9,3
"5892",12052,"Cottbus, Stadt",2003,99687,0.754606,5,9,3
"5893",12052,"Cottbus, Stadt",2004,99687,0.744054,5,9,3
"5894",12052,"Cottbus, Stadt",2005,99687,0.744455,5,9,3
"5895",12052,"Cottbus, Stadt",2006,99687,0.745341,5,9,3
"5896",12052,"Cottbus, Stadt",2007,99687,0.739421,4,8,2
"5897",12052,"Cottbus, Stadt",2008,99687,0.651587,3,6,2
"5898",12052,"Cottbus, Stadt",2009,99687,0.612576,3,5,2
"5899",12052,"Cottbus, Stadt",2010,99687,0.5948,2,4,2
"5900",12052,"Cottbus, Stadt",2011,99687,0.58461,2,4,2
"5901",12052,"Cottbus, Stadt",2012,99687,0.540094,2,3,2
"5902",12052,"Cottbus, Stadt",2013,99687,0.546294,2,3,2
"5903",12052,"Cottbus, Stadt",2014,99687,0.540586,2,3,2
"5904",12052,"Cottbus, Stadt",2015,99687,0.511243,1,2,1
"5905",12053,"Frankfurt (Oder), Stadt",1998,58092,0.846515,5,10,3
"5906",12053,"Frankfurt (Oder), Stadt",1999,58092,0.843302,5,10,3
"5907",12053,"Frankfurt (Oder), Stadt",2000,58092,0.842024,5,10,3
"5908",12053,"Frankfurt (Oder), Stadt",2001,58092,0.821024,5,10,3
"5909",12053,"Frankfurt (Oder), Stadt",2002,58092,0.802382,5,10,3
"5910",12053,"Frankfurt (Oder), Stadt",2003,58092,0.796874,5,9,3
"5911",12053,"Frankfurt (Oder), Stadt",2004,58092,0.806906,5,10,3
"5912",12053,"Frankfurt (Oder), Stadt",2005,58092,0.798141,5,9,3
"5913",12053,"Frankfurt (Oder), Stadt",2006,58092,0.778571,5,9,3
"5914",12053,"Frankfurt (Oder), Stadt",2007,58092,0.730556,4,8,2
"5915",12053,"Frankfurt (Oder), Stadt",2008,58092,0.662743,3,6,2
"5916",12053,"Frankfurt (Oder), Stadt",2009,58092,0.613541,3,5,2
"5917",12053,"Frankfurt (Oder), Stadt",2010,58092,0.621345,3,5,2
"5918",12053,"Frankfurt (Oder), Stadt",2011,58092,0.593596,2,4,2
"5919",12053,"Frankfurt (Oder), Stadt",2012,58092,0.59135,2,4,2
"5920",12053,"Frankfurt (Oder), Stadt",2013,58092,0.596048,2,4,2
"5921",12053,"Frankfurt (Oder), Stadt",2014,58092,0.576435,2,4,2
"5922",12053,"Frankfurt (Oder), Stadt",2015,58092,0.543228,2,3,2
"5923",12054,"Potsdam, Stadt",1998,167745,0.706803,4,8,2
"5924",12054,"Potsdam, Stadt",1999,167745,0.689965,4,7,2
"5925",12054,"Potsdam, Stadt",2000,167745,0.670373,3,6,2
"5926",12054,"Potsdam, Stadt",2001,167745,0.64395,3,6,2
"5927",12054,"Potsdam, Stadt",2002,167745,0.639994,3,6,2
"5928",12054,"Potsdam, Stadt",2003,167745,0.626622,3,5,2
"5929",12054,"Potsdam, Stadt",2004,167745,0.628438,3,5,2
"5930",12054,"Potsdam, Stadt",2005,167745,0.61812,3,5,2
"5931",12054,"Potsdam, Stadt",2006,167745,0.614892,3,5,2
"5932",12054,"Potsdam, Stadt",2007,167745,0.567383,2,4,2
"5933",12054,"Potsdam, Stadt",2008,167745,0.489777,1,2,1
"5934",12054,"Potsdam, Stadt",2009,167745,0.436284,1,1,1
"5935",12054,"Potsdam, Stadt",2010,167745,0.440594,1,1,1
"5936",12054,"Potsdam, Stadt",2011,167745,0.425409,1,1,1
"5937",12054,"Potsdam, Stadt",2012,167745,0.382267,1,1,1
"5938",12054,"Potsdam, Stadt",2013,167745,0.38145,1,1,1
"5939",12054,"Potsdam, Stadt",2014,167745,0.367552,1,1,1
"5940",12054,"Potsdam, Stadt",2015,167745,0.329251,1,1,1
"5941",12060,"Barnim",1998,177411,0.859236,5,10,3
"5942",12060,"Barnim",1999,177411,0.85644,5,10,3
"5943",12060,"Barnim",2000,177411,0.843009,5,10,3
"5944",12060,"Barnim",2001,177411,0.82464,5,10,3
"5945",12060,"Barnim",2002,177411,0.828062,5,10,3
"5946",12060,"Barnim",2003,177411,0.813805,5,10,3
"5947",12060,"Barnim",2004,177411,0.809947,5,10,3
"5948",12060,"Barnim",2005,177411,0.802979,5,10,3
"5949",12060,"Barnim",2006,177411,0.786421,5,9,3
"5950",12060,"Barnim",2007,177411,0.746458,5,9,3
"5951",12060,"Barnim",2008,177411,0.683624,4,7,2
"5952",12060,"Barnim",2009,177411,0.621395,3,5,2
"5953",12060,"Barnim",2010,177411,0.6072,3,5,2
"5954",12060,"Barnim",2011,177411,0.617373,3,5,2
"5955",12060,"Barnim",2012,177411,0.575822,2,4,2
"5956",12060,"Barnim",2013,177411,0.571985,2,4,2
"5957",12060,"Barnim",2014,177411,0.56644,2,3,2
"5958",12060,"Barnim",2015,177411,0.535812,2,3,2
"5959",12061,"Dahme-Spreewald",1998,164528,0.795516,5,9,3
"5960",12061,"Dahme-Spreewald",1999,164528,0.787955,5,9,3
"5961",12061,"Dahme-Spreewald",2000,164528,0.761127,5,9,3
"5962",12061,"Dahme-Spreewald",2001,164528,0.747756,5,9,3
"5963",12061,"Dahme-Spreewald",2002,164528,0.753008,5,9,3
"5964",12061,"Dahme-Spreewald",2003,164528,0.745071,5,9,3
"5965",12061,"Dahme-Spreewald",2004,164528,0.737834,4,8,2
"5966",12061,"Dahme-Spreewald",2005,164528,0.737377,4,8,2
"5967",12061,"Dahme-Spreewald",2006,164528,0.71425,4,8,2
"5968",12061,"Dahme-Spreewald",2007,164528,0.681416,4,7,2
"5969",12061,"Dahme-Spreewald",2008,164528,0.623201,3,5,2
"5970",12061,"Dahme-Spreewald",2009,164528,0.577937,2,4,2
"5971",12061,"Dahme-Spreewald",2010,164528,0.567804,2,4,2
"5972",12061,"Dahme-Spreewald",2011,164528,0.547212,2,3,2
"5973",12061,"Dahme-Spreewald",2012,164528,0.520172,2,3,2
"5974",12061,"Dahme-Spreewald",2013,164528,0.542505,2,3,2
"5975",12061,"Dahme-Spreewald",2014,164528,0.51824,1,2,1
"5976",12061,"Dahme-Spreewald",2015,164528,0.497802,1,2,1
"5977",12062,"Elbe-Elster",1998,104673,0.857543,5,10,3
"5978",12062,"Elbe-Elster",1999,104673,0.854036,5,10,3
"5979",12062,"Elbe-Elster",2000,104673,0.840072,5,10,3
"5980",12062,"Elbe-Elster",2001,104673,0.834815,5,10,3
"5981",12062,"Elbe-Elster",2002,104673,0.826177,5,10,3
"5982",12062,"Elbe-Elster",2003,104673,0.835857,5,10,3
"5983",12062,"Elbe-Elster",2004,104673,0.837301,5,10,3
"5984",12062,"Elbe-Elster",2005,104673,0.843401,5,10,3
"5985",12062,"Elbe-Elster",2006,104673,0.8189,5,10,3
"5986",12062,"Elbe-Elster",2007,104673,0.78238,5,9,3
"5987",12062,"Elbe-Elster",2008,104673,0.750292,5,9,3
"5988",12062,"Elbe-Elster",2009,104673,0.6849,4,7,2
"5989",12062,"Elbe-Elster",2010,104673,0.677437,4,7,2
"5990",12062,"Elbe-Elster",2011,104673,0.681212,4,7,2
"5991",12062,"Elbe-Elster",2012,104673,0.640087,3,6,2
"5992",12062,"Elbe-Elster",2013,104673,0.657385,3,6,2
"5993",12062,"Elbe-Elster",2014,104673,0.639417,3,5,2
"5994",12062,"Elbe-Elster",2015,104673,0.600919,2,4,2
"5995",12063,"Havelland",1998,158236,0.876286,5,10,3
"5996",12063,"Havelland",1999,158236,0.873446,5,10,3
"5997",12063,"Havelland",2000,158236,0.853318,5,10,3
"5998",12063,"Havelland",2001,158236,0.83371,5,10,3
"5999",12063,"Havelland",2002,158236,0.83264,5,10,3
"6000",12063,"Havelland",2003,158236,0.828274,5,10,3
"6001",12063,"Havelland",2004,158236,0.84159,5,10,3
"6002",12063,"Havelland",2005,158236,0.835537,5,10,3
"6003",12063,"Havelland",2006,158236,0.814468,5,10,3
"6004",12063,"Havelland",2007,158236,0.764329,5,9,3
"6005",12063,"Havelland",2008,158236,0.738061,4,8,2
"6006",12063,"Havelland",2009,158236,0.669617,3,6,2
"6007",12063,"Havelland",2010,158236,0.656794,3,6,2
"6008",12063,"Havelland",2011,158236,0.626529,3,5,2
"6009",12063,"Havelland",2012,158236,0.607849,3,5,2
"6010",12063,"Havelland",2013,158236,0.607697,3,5,2
"6011",12063,"Havelland",2014,158236,0.60108,2,4,2
"6012",12063,"Havelland",2015,158236,0.558469,2,3,2
"6013",12064,"Märkisch-Oderland",1998,190714,0.866518,5,10,3
"6014",12064,"Märkisch-Oderland",1999,190714,0.859355,5,10,3
"6015",12064,"Märkisch-Oderland",2000,190714,0.851368,5,10,3
"6016",12064,"Märkisch-Oderland",2001,190714,0.829429,5,10,3
"6017",12064,"Märkisch-Oderland",2002,190714,0.828459,5,10,3
"6018",12064,"Märkisch-Oderland",2003,190714,0.827878,5,10,3
"6019",12064,"Märkisch-Oderland",2004,190714,0.822038,5,10,3
"6020",12064,"Märkisch-Oderland",2005,190714,0.847636,5,10,3
"6021",12064,"Märkisch-Oderland",2006,190714,0.809505,5,10,3
"6022",12064,"Märkisch-Oderland",2007,190714,0.767559,5,9,3
"6023",12064,"Märkisch-Oderland",2008,190714,0.704071,4,8,2
"6024",12064,"Märkisch-Oderland",2009,190714,0.641495,3,6,2
"6025",12064,"Märkisch-Oderland",2010,190714,0.650208,3,6,2
"6026",12064,"Märkisch-Oderland",2011,190714,0.64015,3,6,2
"6027",12064,"Märkisch-Oderland",2012,190714,0.602245,2,4,2
"6028",12064,"Märkisch-Oderland",2013,190714,0.61443,3,5,2
"6029",12064,"Märkisch-Oderland",2014,190714,0.604066,2,4,2
"6030",12064,"Märkisch-Oderland",2015,190714,0.575261,2,4,2
"6031",12065,"Oberhavel",1998,207524,0.845394,5,10,3
"6032",12065,"Oberhavel",1999,207524,0.831787,5,10,3
"6033",12065,"Oberhavel",2000,207524,0.814496,5,10,3
"6034",12065,"Oberhavel",2001,207524,0.792958,5,9,3
"6035",12065,"Oberhavel",2002,207524,0.784879,5,9,3
"6036",12065,"Oberhavel",2003,207524,0.787546,5,9,3
"6037",12065,"Oberhavel",2004,207524,0.778259,5,9,3
"6038",12065,"Oberhavel",2005,207524,0.774201,5,9,3
"6039",12065,"Oberhavel",2006,207524,0.760914,5,9,3
"6040",12065,"Oberhavel",2007,207524,0.713447,4,8,2
"6041",12065,"Oberhavel",2008,207524,0.65506,3,6,2
"6042",12065,"Oberhavel",2009,207524,0.60705,3,5,2
"6043",12065,"Oberhavel",2010,207524,0.592641,2,4,2
"6044",12065,"Oberhavel",2011,207524,0.595345,2,4,2
"6045",12065,"Oberhavel",2012,207524,0.537003,2,3,2
"6046",12065,"Oberhavel",2013,207524,0.532738,2,3,2
"6047",12065,"Oberhavel",2014,207524,0.525561,2,3,2
"6048",12065,"Oberhavel",2015,207524,0.489004,1,2,1
"6049",12066,"Oberspreewald-Lausitz",1998,112450,0.870451,5,10,3
"6050",12066,"Oberspreewald-Lausitz",1999,112450,0.861486,5,10,3
"6051",12066,"Oberspreewald-Lausitz",2000,112450,0.849793,5,10,3
"6052",12066,"Oberspreewald-Lausitz",2001,112450,0.84667,5,10,3
"6053",12066,"Oberspreewald-Lausitz",2002,112450,0.833798,5,10,3
"6054",12066,"Oberspreewald-Lausitz",2003,112450,0.839686,5,10,3
"6055",12066,"Oberspreewald-Lausitz",2004,112450,0.827453,5,10,3
"6056",12066,"Oberspreewald-Lausitz",2005,112450,0.831368,5,10,3
"6057",12066,"Oberspreewald-Lausitz",2006,112450,0.81446,5,10,3
"6058",12066,"Oberspreewald-Lausitz",2007,112450,0.759546,5,9,3
"6059",12066,"Oberspreewald-Lausitz",2008,112450,0.722515,4,8,2
"6060",12066,"Oberspreewald-Lausitz",2009,112450,0.668967,3,6,2
"6061",12066,"Oberspreewald-Lausitz",2010,112450,0.679725,4,7,2
"6062",12066,"Oberspreewald-Lausitz",2011,112450,0.667714,3,6,2
"6063",12066,"Oberspreewald-Lausitz",2012,112450,0.63782,3,5,2
"6064",12066,"Oberspreewald-Lausitz",2013,112450,0.631936,3,5,2
"6065",12066,"Oberspreewald-Lausitz",2014,112450,0.627447,3,5,2
"6066",12066,"Oberspreewald-Lausitz",2015,112450,0.605399,2,4,2
"6067",12067,"Oder-Spree",1998,182397,0.846707,5,10,3
"6068",12067,"Oder-Spree",1999,182397,0.833449,5,10,3
"6069",12067,"Oder-Spree",2000,182397,0.821554,5,10,3
"6070",12067,"Oder-Spree",2001,182397,0.806418,5,10,3
"6071",12067,"Oder-Spree",2002,182397,0.794864,5,9,3
"6072",12067,"Oder-Spree",2003,182397,0.804158,5,10,3
"6073",12067,"Oder-Spree",2004,182397,0.805462,5,10,3
"6074",12067,"Oder-Spree",2005,182397,0.805602,5,10,3
"6075",12067,"Oder-Spree",2006,182397,0.781322,5,9,3
"6076",12067,"Oder-Spree",2007,182397,0.732747,4,8,2
"6077",12067,"Oder-Spree",2008,182397,0.675866,4,7,2
"6078",12067,"Oder-Spree",2009,182397,0.639635,3,5,2
"6079",12067,"Oder-Spree",2010,182397,0.630014,3,5,2
"6080",12067,"Oder-Spree",2011,182397,0.604619,2,4,2
"6081",12067,"Oder-Spree",2012,182397,0.58224,2,4,2
"6082",12067,"Oder-Spree",2013,182397,0.592377,2,4,2
"6083",12067,"Oder-Spree",2014,182397,0.579777,2,4,2
"6084",12067,"Oder-Spree",2015,182397,0.565741,2,3,2
"6085",12068,"Ostprignitz-Ruppin",1998,99110,0.90006,5,10,3
"6086",12068,"Ostprignitz-Ruppin",1999,99110,0.887336,5,10,3
"6087",12068,"Ostprignitz-Ruppin",2000,99110,0.872139,5,10,3
"6088",12068,"Ostprignitz-Ruppin",2001,99110,0.857883,5,10,3
"6089",12068,"Ostprignitz-Ruppin",2002,99110,0.840123,5,10,3
"6090",12068,"Ostprignitz-Ruppin",2003,99110,0.846467,5,10,3
"6091",12068,"Ostprignitz-Ruppin",2004,99110,0.8495,5,10,3
"6092",12068,"Ostprignitz-Ruppin",2005,99110,0.842681,5,10,3
"6093",12068,"Ostprignitz-Ruppin",2006,99110,0.832509,5,10,3
"6094",12068,"Ostprignitz-Ruppin",2007,99110,0.802899,5,10,3
"6095",12068,"Ostprignitz-Ruppin",2008,99110,0.738361,4,8,2
"6096",12068,"Ostprignitz-Ruppin",2009,99110,0.690473,4,7,2
"6097",12068,"Ostprignitz-Ruppin",2010,99110,0.689612,4,7,2
"6098",12068,"Ostprignitz-Ruppin",2011,99110,0.686737,4,7,2
"6099",12068,"Ostprignitz-Ruppin",2012,99110,0.641695,3,6,2
"6100",12068,"Ostprignitz-Ruppin",2013,99110,0.655812,3,6,2
"6101",12068,"Ostprignitz-Ruppin",2014,99110,0.64702,3,6,2
"6102",12068,"Ostprignitz-Ruppin",2015,99110,0.629729,3,5,2
"6103",12069,"Potsdam-Mittelmark",1998,210910,0.767409,5,9,3
"6104",12069,"Potsdam-Mittelmark",1999,210910,0.759985,5,9,3
"6105",12069,"Potsdam-Mittelmark",2000,210910,0.743676,5,9,3
"6106",12069,"Potsdam-Mittelmark",2001,210910,0.727881,4,8,2
"6107",12069,"Potsdam-Mittelmark",2002,210910,0.72991,4,8,2
