"","Raumordnungsregion Nr","Raumordnungsregion","Jahr","Bevoelkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",101,"Schleswig-Holstein Mitte",1998,724185,0.772547,5,9,3
"2",101,"Schleswig-Holstein Mitte",1999,724185,0.750828,5,9,3
"3",101,"Schleswig-Holstein Mitte",2000,724185,0.72323,5,9,3
"4",101,"Schleswig-Holstein Mitte",2001,724185,0.699176,4,8,2
"5",101,"Schleswig-Holstein Mitte",2002,724185,0.695603,4,8,2
"6",101,"Schleswig-Holstein Mitte",2003,724185,0.707083,5,9,3
"7",101,"Schleswig-Holstein Mitte",2004,724185,0.702147,4,8,2
"8",101,"Schleswig-Holstein Mitte",2005,724185,0.709727,5,9,3
"9",101,"Schleswig-Holstein Mitte",2006,724185,0.692022,4,8,2
"10",101,"Schleswig-Holstein Mitte",2007,724185,0.655422,4,7,2
"11",101,"Schleswig-Holstein Mitte",2008,724185,0.60781,3,6,2
"12",101,"Schleswig-Holstein Mitte",2009,724185,0.580066,3,5,2
"13",101,"Schleswig-Holstein Mitte",2010,724185,0.56295,3,5,2
"14",101,"Schleswig-Holstein Mitte",2011,724185,0.532484,2,4,2
"15",101,"Schleswig-Holstein Mitte",2012,724185,0.508875,2,4,2
"16",101,"Schleswig-Holstein Mitte",2013,724185,0.491194,2,3,2
"17",101,"Schleswig-Holstein Mitte",2014,724185,0.465188,2,3,2
"18",101,"Schleswig-Holstein Mitte",2015,724185,0.431784,1,2,1
"19",102,"Schleswig-Holstein Nord",1998,446741,0.80997,5,10,3
"20",102,"Schleswig-Holstein Nord",1999,446741,0.794874,5,10,3
"21",102,"Schleswig-Holstein Nord",2000,446741,0.773932,5,9,3
"22",102,"Schleswig-Holstein Nord",2001,446741,0.764018,5,9,3
"23",102,"Schleswig-Holstein Nord",2002,446741,0.756917,5,9,3
"24",102,"Schleswig-Holstein Nord",2003,446741,0.75493,5,9,3
"25",102,"Schleswig-Holstein Nord",2004,446741,0.759044,5,9,3
"26",102,"Schleswig-Holstein Nord",2005,446741,0.768014,5,9,3
"27",102,"Schleswig-Holstein Nord",2006,446741,0.740525,5,9,3
"28",102,"Schleswig-Holstein Nord",2007,446741,0.725578,5,9,3
"29",102,"Schleswig-Holstein Nord",2008,446741,0.679313,4,8,2
"30",102,"Schleswig-Holstein Nord",2009,446741,0.654312,4,7,2
"31",102,"Schleswig-Holstein Nord",2010,446741,0.638559,4,7,2
"32",102,"Schleswig-Holstein Nord",2011,446741,0.595225,3,6,2
"33",102,"Schleswig-Holstein Nord",2012,446741,0.584738,3,6,2
"34",102,"Schleswig-Holstein Nord",2013,446741,0.562801,3,5,2
"35",102,"Schleswig-Holstein Nord",2014,446741,0.551885,3,5,2
"36",102,"Schleswig-Holstein Nord",2015,446741,0.518726,2,4,2
"37",103,"Schleswig-Holstein Ost",1998,415827,0.831028,5,10,3
"38",103,"Schleswig-Holstein Ost",1999,415827,0.813762,5,10,3
"39",103,"Schleswig-Holstein Ost",2000,415827,0.794622,5,10,3
"40",103,"Schleswig-Holstein Ost",2001,415827,0.780386,5,10,3
"41",103,"Schleswig-Holstein Ost",2002,415827,0.782369,5,10,3
"42",103,"Schleswig-Holstein Ost",2003,415827,0.76946,5,9,3
"43",103,"Schleswig-Holstein Ost",2004,415827,0.753253,5,9,3
"44",103,"Schleswig-Holstein Ost",2005,415827,0.787438,5,10,3
"45",103,"Schleswig-Holstein Ost",2006,415827,0.76304,5,9,3
"46",103,"Schleswig-Holstein Ost",2007,415827,0.726179,5,9,3
"47",103,"Schleswig-Holstein Ost",2008,415827,0.674662,4,8,2
"48",103,"Schleswig-Holstein Ost",2009,415827,0.651426,4,7,2
"49",103,"Schleswig-Holstein Ost",2010,415827,0.621711,4,7,2
"50",103,"Schleswig-Holstein Ost",2011,415827,0.612292,3,6,2
"51",103,"Schleswig-Holstein Ost",2012,415827,0.598449,3,6,2
"52",103,"Schleswig-Holstein Ost",2013,415827,0.569147,3,5,2
"53",103,"Schleswig-Holstein Ost",2014,415827,0.551957,3,5,2
"54",103,"Schleswig-Holstein Ost",2015,415827,0.528575,2,4,2
"55",104,"Schleswig-Holstein Süd",1998,1007587,0.679375,4,8,2
"56",104,"Schleswig-Holstein Süd",1999,1007587,0.662022,4,8,2
"57",104,"Schleswig-Holstein Süd",2000,1007587,0.627549,4,7,2
"58",104,"Schleswig-Holstein Süd",2001,1007587,0.612389,3,6,2
"59",104,"Schleswig-Holstein Süd",2002,1007587,0.611127,3,6,2
"60",104,"Schleswig-Holstein Süd",2003,1007587,0.602739,3,6,2
"61",104,"Schleswig-Holstein Süd",2004,1007587,0.599344,3,6,2
"62",104,"Schleswig-Holstein Süd",2005,1007587,0.602209,3,6,2
"63",104,"Schleswig-Holstein Süd",2006,1007587,0.5822,3,6,2
"64",104,"Schleswig-Holstein Süd",2007,1007587,0.538879,2,4,2
"65",104,"Schleswig-Holstein Süd",2008,1007587,0.494835,2,3,2
"66",104,"Schleswig-Holstein Süd",2009,1007587,0.469907,2,3,2
"67",104,"Schleswig-Holstein Süd",2010,1007587,0.452444,2,3,2
"68",104,"Schleswig-Holstein Süd",2011,1007587,0.420135,1,2,1
"69",104,"Schleswig-Holstein Süd",2012,1007587,0.403606,1,2,1
"70",104,"Schleswig-Holstein Süd",2013,1007587,0.380214,1,2,1
"71",104,"Schleswig-Holstein Süd",2014,1007587,0.36119,1,1,1
"72",104,"Schleswig-Holstein Süd",2015,1007587,0.323225,1,1,1
"73",105,"Schleswig-Holstein Süd-West",1998,264374,0.814074,5,10,3
"74",105,"Schleswig-Holstein Süd-West",1999,264374,0.802,5,10,3
"75",105,"Schleswig-Holstein Süd-West",2000,264374,0.778868,5,9,3
"76",105,"Schleswig-Holstein Süd-West",2001,264374,0.763199,5,9,3
"77",105,"Schleswig-Holstein Süd-West",2002,264374,0.770388,5,9,3
"78",105,"Schleswig-Holstein Süd-West",2003,264374,0.762875,5,9,3
"79",105,"Schleswig-Holstein Süd-West",2004,264374,0.761753,5,9,3
"80",105,"Schleswig-Holstein Süd-West",2005,264374,0.773784,5,9,3
"81",105,"Schleswig-Holstein Süd-West",2006,264374,0.744062,5,9,3
"82",105,"Schleswig-Holstein Süd-West",2007,264374,0.699921,4,8,2
"83",105,"Schleswig-Holstein Süd-West",2008,264374,0.661055,4,8,2
"84",105,"Schleswig-Holstein Süd-West",2009,264374,0.635929,4,7,2
"85",105,"Schleswig-Holstein Süd-West",2010,264374,0.628273,4,7,2
"86",105,"Schleswig-Holstein Süd-West",2011,264374,0.609374,3,6,2
"87",105,"Schleswig-Holstein Süd-West",2012,264374,0.592076,3,6,2
"88",105,"Schleswig-Holstein Süd-West",2013,264374,0.555072,3,5,2
"89",105,"Schleswig-Holstein Süd-West",2014,264374,0.55487,3,5,2
"90",105,"Schleswig-Holstein Süd-West",2015,264374,0.517511,2,4,2
"91",201,"Hamburg",1998,1787408,0.5982,3,6,2
"92",201,"Hamburg",1999,1787408,0.564399,3,5,2
"93",201,"Hamburg",2000,1787408,0.5345,2,4,2
"94",201,"Hamburg",2001,1787408,0.505586,2,4,2
"95",201,"Hamburg",2002,1787408,0.497757,2,4,2
"96",201,"Hamburg",2003,1787408,0.493317,2,3,2
"97",201,"Hamburg",2004,1787408,0.475302,2,3,2
"98",201,"Hamburg",2005,1787408,0.488526,2,3,2
"99",201,"Hamburg",2006,1787408,0.456237,2,3,2
"100",201,"Hamburg",2007,1787408,0.414904,1,2,1
"101",201,"Hamburg",2008,1787408,0.345912,1,1,1
"102",201,"Hamburg",2009,1787408,0.310413,1,1,1
"103",201,"Hamburg",2010,1787408,0.245856,1,1,1
"104",201,"Hamburg",2011,1787408,0.222639,1,1,1
"105",201,"Hamburg",2012,1787408,0.192219,1,1,1
"106",201,"Hamburg",2013,1787408,0.130941,1,1,1
"107",201,"Hamburg",2014,1787408,0.117097,1,1,1
"108",201,"Hamburg",2015,1787408,0.089068,1,1,1
"109",301,"Braunschweig",1998,1133730,0.739002,5,9,3
"110",301,"Braunschweig",1999,1133730,0.707028,5,9,3
"111",301,"Braunschweig",2000,1133730,0.688949,4,8,2
"112",301,"Braunschweig",2001,1133730,0.656511,4,7,2
"113",301,"Braunschweig",2002,1133730,0.652022,4,7,2
"114",301,"Braunschweig",2003,1133730,0.652271,4,7,2
"115",301,"Braunschweig",2004,1133730,0.642295,4,7,2
"116",301,"Braunschweig",2005,1133730,0.642519,4,7,2
"117",301,"Braunschweig",2006,1133730,0.622777,4,7,2
"118",301,"Braunschweig",2007,1133730,0.580444,3,5,2
"119",301,"Braunschweig",2008,1133730,0.538967,2,4,2
"120",301,"Braunschweig",2009,1133730,0.51618,2,4,2
"121",301,"Braunschweig",2010,1133730,0.488274,2,3,2
"122",301,"Braunschweig",2011,1133730,0.412038,1,2,1
"123",301,"Braunschweig",2012,1133730,0.406389,1,2,1
"124",301,"Braunschweig",2013,1133730,0.380705,1,2,1
"125",301,"Braunschweig",2014,1133730,0.353704,1,1,1
"126",301,"Braunschweig",2015,1133730,0.32505,1,1,1
"127",302,"Bremen-Umland",1998,538523,0.761553,5,9,3
"128",302,"Bremen-Umland",1999,538523,0.746098,5,9,3
"129",302,"Bremen-Umland",2000,538523,0.716154,5,9,3
"130",302,"Bremen-Umland",2001,538523,0.693622,4,8,2
"131",302,"Bremen-Umland",2002,538523,0.691477,4,8,2
"132",302,"Bremen-Umland",2003,538523,0.694234,4,8,2
"133",302,"Bremen-Umland",2004,538523,0.676713,4,8,2
"134",302,"Bremen-Umland",2005,538523,0.689498,4,8,2
"135",302,"Bremen-Umland",2006,538523,0.665769,4,8,2
"136",302,"Bremen-Umland",2007,538523,0.633689,4,7,2
"137",302,"Bremen-Umland",2008,538523,0.594051,3,6,2
"138",302,"Bremen-Umland",2009,538523,0.570887,3,5,2
"139",302,"Bremen-Umland",2010,538523,0.562855,3,5,2
"140",302,"Bremen-Umland",2011,538523,0.477161,2,3,2
"141",302,"Bremen-Umland",2012,538523,0.482124,2,3,2
"142",302,"Bremen-Umland",2013,538523,0.469145,2,3,2
"143",302,"Bremen-Umland",2014,538523,0.441518,2,3,2
"144",302,"Bremen-Umland",2015,538523,0.415878,1,2,1
"145",303,"Bremerhaven",1998,401367,0.846622,5,10,3
"146",303,"Bremerhaven",1999,401367,0.825665,5,10,3
"147",303,"Bremerhaven",2000,401367,0.802184,5,10,3
"148",303,"Bremerhaven",2001,401367,0.776023,5,9,3
"149",303,"Bremerhaven",2002,401367,0.780265,5,10,3
"150",303,"Bremerhaven",2003,401367,0.786687,5,10,3
"151",303,"Bremerhaven",2004,401367,0.76831,5,9,3
"152",303,"Bremerhaven",2005,401367,0.776389,5,9,3
"153",303,"Bremerhaven",2006,401367,0.75105,5,9,3
"154",303,"Bremerhaven",2007,401367,0.722625,5,9,3
"155",303,"Bremerhaven",2008,401367,0.678722,4,8,2
"156",303,"Bremerhaven",2009,401367,0.664123,4,8,2
"157",303,"Bremerhaven",2010,401367,0.635875,4,7,2
"158",303,"Bremerhaven",2011,401367,0.568782,3,5,2
"159",303,"Bremerhaven",2012,401367,0.575648,3,5,2
"160",303,"Bremerhaven",2013,401367,0.562461,3,5,2
"161",303,"Bremerhaven",2014,401367,0.543055,3,5,2
"162",303,"Bremerhaven",2015,401367,0.523351,2,4,2
"163",304,"Emsland",1998,455150,0.792899,5,10,3
"164",304,"Emsland",1999,455150,0.77684,5,9,3
"165",304,"Emsland",2000,455150,0.765334,5,9,3
"166",304,"Emsland",2001,455150,0.740871,5,9,3
"167",304,"Emsland",2002,455150,0.732913,5,9,3
"168",304,"Emsland",2003,455150,0.738104,5,9,3
"169",304,"Emsland",2004,455150,0.727345,5,9,3
"170",304,"Emsland",2005,455150,0.726937,5,9,3
"171",304,"Emsland",2006,455150,0.699638,4,8,2
"172",304,"Emsland",2007,455150,0.667201,4,8,2
"173",304,"Emsland",2008,455150,0.622146,4,7,2
"174",304,"Emsland",2009,455150,0.609846,3,6,2
"175",304,"Emsland",2010,455150,0.599465,3,6,2
"176",304,"Emsland",2011,455150,0.510717,2,4,2
"177",304,"Emsland",2012,455150,0.533471,2,4,2
"178",304,"Emsland",2013,455150,0.516355,2,4,2
"179",304,"Emsland",2014,455150,0.496782,2,4,2
"180",304,"Emsland",2015,455150,0.470526,2,3,2
"181",305,"Göttingen",1998,536093,0.763068,5,9,3
"182",305,"Göttingen",1999,536093,0.749639,5,9,3
"183",305,"Göttingen",2000,536093,0.715262,5,9,3
"184",305,"Göttingen",2001,536093,0.703831,4,8,2
"185",305,"Göttingen",2002,536093,0.698898,4,8,2
"186",305,"Göttingen",2003,536093,0.702339,4,8,2
"187",305,"Göttingen",2004,536093,0.68656,4,8,2
"188",305,"Göttingen",2005,536093,0.679663,4,8,2
"189",305,"Göttingen",2006,536093,0.653126,4,7,2
"190",305,"Göttingen",2007,536093,0.617768,4,7,2
"191",305,"Göttingen",2008,536093,0.583369,3,6,2
"192",305,"Göttingen",2009,536093,0.548873,3,5,2
"193",305,"Göttingen",2010,536093,0.522428,2,4,2
"194",305,"Göttingen",2011,536093,0.446054,2,3,2
"195",305,"Göttingen",2012,536093,0.455664,2,3,2
"196",305,"Göttingen",2013,536093,0.434584,1,2,1
"197",305,"Göttingen",2014,536093,0.41395,1,2,1
"198",305,"Göttingen",2015,536093,0.375257,1,2,1
"199",306,"Hamburg-Umland-Süd",1998,611429,0.720833,5,9,3
"200",306,"Hamburg-Umland-Süd",1999,611429,0.713206,5,9,3
"201",306,"Hamburg-Umland-Süd",2000,611429,0.691175,4,8,2
"202",306,"Hamburg-Umland-Süd",2001,611429,0.666427,4,8,2
"203",306,"Hamburg-Umland-Süd",2002,611429,0.671919,4,8,2
"204",306,"Hamburg-Umland-Süd",2003,611429,0.66665,4,8,2
"205",306,"Hamburg-Umland-Süd",2004,611429,0.660166,4,8,2
"206",306,"Hamburg-Umland-Süd",2005,611429,0.671019,4,8,2
"207",306,"Hamburg-Umland-Süd",2006,611429,0.635427,4,7,2
"208",306,"Hamburg-Umland-Süd",2007,611429,0.606802,3,6,2
"209",306,"Hamburg-Umland-Süd",2008,611429,0.571444,3,5,2
"210",306,"Hamburg-Umland-Süd",2009,611429,0.54107,2,4,2
"211",306,"Hamburg-Umland-Süd",2010,611429,0.522415,2,4,2
"212",306,"Hamburg-Umland-Süd",2011,611429,0.437032,1,2,1
"213",306,"Hamburg-Umland-Süd",2012,611429,0.446505,2,3,2
"214",306,"Hamburg-Umland-Süd",2013,611429,0.424925,1,2,1
"215",306,"Hamburg-Umland-Süd",2014,611429,0.395689,1,2,1
"216",306,"Hamburg-Umland-Süd",2015,611429,0.366659,1,2,1
"217",307,"Hannover",1998,1421319,0.71812,5,9,3
"218",307,"Hannover",1999,1421319,0.696522,4,8,2
"219",307,"Hannover",2000,1421319,0.660944,4,8,2
"220",307,"Hannover",2001,1421319,0.645155,4,7,2
"221",307,"Hannover",2002,1421319,0.6401,4,7,2
"222",307,"Hannover",2003,1421319,0.644261,4,7,2
"223",307,"Hannover",2004,1421319,0.628157,4,7,2
"224",307,"Hannover",2005,1421319,0.634809,4,7,2
"225",307,"Hannover",2006,1421319,0.60886,3,6,2
"226",307,"Hannover",2007,1421319,0.573048,3,5,2
"227",307,"Hannover",2008,1421319,0.536091,2,4,2
"228",307,"Hannover",2009,1421319,0.50174,2,4,2
"229",307,"Hannover",2010,1421319,0.481387,2,3,2
"230",307,"Hannover",2011,1421319,0.395542,1,2,1
"231",307,"Hannover",2012,1421319,0.405824,1,2,1
"232",307,"Hannover",2013,1421319,0.383836,1,2,1
"233",307,"Hannover",2014,1421319,0.358707,1,1,1
"234",307,"Hannover",2015,1421319,0.334999,1,1,1
"235",308,"Hildesheim",1998,425336,0.764217,5,9,3
"236",308,"Hildesheim",1999,425336,0.733958,5,9,3
"237",308,"Hildesheim",2000,425336,0.715001,5,9,3
"238",308,"Hildesheim",2001,425336,0.686756,4,8,2
"239",308,"Hildesheim",2002,425336,0.682598,4,8,2
"240",308,"Hildesheim",2003,425336,0.69234,4,8,2
"241",308,"Hildesheim",2004,425336,0.678259,4,8,2
"242",308,"Hildesheim",2005,425336,0.69441,4,8,2
"243",308,"Hildesheim",2006,425336,0.673077,4,8,2
"244",308,"Hildesheim",2007,425336,0.620488,4,7,2
"245",308,"Hildesheim",2008,425336,0.584861,3,6,2
"246",308,"Hildesheim",2009,425336,0.566761,3,5,2
"247",308,"Hildesheim",2010,425336,0.552286,3,5,2
"248",308,"Hildesheim",2011,425336,0.476181,2,3,2
"249",308,"Hildesheim",2012,425336,0.479124,2,3,2
"250",308,"Hildesheim",2013,425336,0.468281,2,3,2
"251",308,"Hildesheim",2014,425336,0.44634,2,3,2
"252",308,"Hildesheim",2015,425336,0.420216,1,2,1
"253",309,"Lüneburg",1998,323978,0.805972,5,10,3
"254",309,"Lüneburg",1999,323978,0.77895,5,10,3
"255",309,"Lüneburg",2000,323978,0.769336,5,9,3
"256",309,"Lüneburg",2001,323978,0.747096,5,9,3
"257",309,"Lüneburg",2002,323978,0.732219,5,9,3
"258",309,"Lüneburg",2003,323978,0.739855,5,9,3
"259",309,"Lüneburg",2004,323978,0.738983,5,9,3
"260",309,"Lüneburg",2005,323978,0.736098,5,9,3
"261",309,"Lüneburg",2006,323978,0.710718,5,9,3
"262",309,"Lüneburg",2007,323978,0.682034,4,8,2
"263",309,"Lüneburg",2008,323978,0.639172,4,7,2
"264",309,"Lüneburg",2009,323978,0.605811,3,6,2
"265",309,"Lüneburg",2010,323978,0.590267,3,6,2
"266",309,"Lüneburg",2011,323978,0.502547,2,4,2
"267",309,"Lüneburg",2012,323978,0.519634,2,4,2
"268",309,"Lüneburg",2013,323978,0.492584,2,3,2
"269",309,"Lüneburg",2014,323978,0.47372,2,3,2
"270",309,"Lüneburg",2015,323978,0.433062,1,2,1
"271",310,"Oldenburg",1998,578607,0.794886,5,10,3
"272",310,"Oldenburg",1999,578607,0.764727,5,9,3
"273",310,"Oldenburg",2000,578607,0.754488,5,9,3
"274",310,"Oldenburg",2001,578607,0.733996,5,9,3
"275",310,"Oldenburg",2002,578607,0.724924,5,9,3
"276",310,"Oldenburg",2003,578607,0.727994,5,9,3
"277",310,"Oldenburg",2004,578607,0.719475,5,9,3
"278",310,"Oldenburg",2005,578607,0.725667,5,9,3
"279",310,"Oldenburg",2006,578607,0.701467,4,8,2
"280",310,"Oldenburg",2007,578607,0.662965,4,8,2
"281",310,"Oldenburg",2008,578607,0.639913,4,7,2
"282",310,"Oldenburg",2009,578607,0.610863,3,6,2
"283",310,"Oldenburg",2010,578607,0.588306,3,6,2
"284",310,"Oldenburg",2011,578607,0.511231,2,4,2
"285",310,"Oldenburg",2012,578607,0.507033,2,4,2
"286",310,"Oldenburg",2013,578607,0.494575,2,3,2
"287",310,"Oldenburg",2014,578607,0.464255,2,3,2
"288",310,"Oldenburg",2015,578607,0.434384,1,2,1
"289",311,"Osnabrück",1998,658348,0.743959,5,9,3
"290",311,"Osnabrück",1999,658348,0.718129,5,9,3
"291",311,"Osnabrück",2000,658348,0.699116,4,8,2
"292",311,"Osnabrück",2001,658348,0.670611,4,8,2
"293",311,"Osnabrück",2002,658348,0.681613,4,8,2
"294",311,"Osnabrück",2003,658348,0.683114,4,8,2
"295",311,"Osnabrück",2004,658348,0.652793,4,7,2
"296",311,"Osnabrück",2005,658348,0.660212,4,8,2
"297",311,"Osnabrück",2006,658348,0.640918,4,7,2
"298",311,"Osnabrück",2007,658348,0.605033,3,6,2
"299",311,"Osnabrück",2008,658348,0.574118,3,5,2
"300",311,"Osnabrück",2009,658348,0.556617,3,5,2
"301",311,"Osnabrück",2010,658348,0.552276,3,5,2
"302",311,"Osnabrück",2011,658348,0.459526,2,3,2
"303",311,"Osnabrück",2012,658348,0.478665,2,3,2
"304",311,"Osnabrück",2013,658348,0.446772,2,3,2
"305",311,"Osnabrück",2014,658348,0.430019,1,2,1
"306",311,"Osnabrück",2015,658348,0.412145,1,2,1
"307",312,"Ost-Friesland",1998,638509,0.868002,5,10,3
"308",312,"Ost-Friesland",1999,638509,0.853838,5,10,3
"309",312,"Ost-Friesland",2000,638509,0.832301,5,10,3
"310",312,"Ost-Friesland",2001,638509,0.81944,5,10,3
"311",312,"Ost-Friesland",2002,638509,0.823081,5,10,3
"312",312,"Ost-Friesland",2003,638509,0.8281,5,10,3
"313",312,"Ost-Friesland",2004,638509,0.811212,5,10,3
"314",312,"Ost-Friesland",2005,638509,0.831742,5,10,3
"315",312,"Ost-Friesland",2006,638509,0.809036,5,10,3
"316",312,"Ost-Friesland",2007,638509,0.76332,5,9,3
"317",312,"Ost-Friesland",2008,638509,0.73614,5,9,3
"318",312,"Ost-Friesland",2009,638509,0.705223,4,8,2
"319",312,"Ost-Friesland",2010,638509,0.689872,4,8,2
"320",312,"Ost-Friesland",2011,638509,0.615291,3,6,2
"321",312,"Ost-Friesland",2012,638509,0.622895,4,7,2
"322",312,"Ost-Friesland",2013,638509,0.601139,3,6,2
"323",312,"Ost-Friesland",2014,638509,0.574926,3,5,2
"324",312,"Ost-Friesland",2015,638509,0.54258,2,4,2
"325",313,"Südheide",1998,318235,0.813929,5,10,3
"326",313,"Südheide",1999,318235,0.795591,5,10,3
"327",313,"Südheide",2000,318235,0.772716,5,9,3
"328",313,"Südheide",2001,318235,0.758562,5,9,3
"329",313,"Südheide",2002,318235,0.761547,5,9,3
"330",313,"Südheide",2003,318235,0.762632,5,9,3
"331",313,"Südheide",2004,318235,0.754248,5,9,3
"332",313,"Südheide",2005,318235,0.762258,5,9,3
"333",313,"Südheide",2006,318235,0.741023,5,9,3
"334",313,"Südheide",2007,318235,0.697399,4,8,2
"335",313,"Südheide",2008,318235,0.65759,4,7,2
"336",313,"Südheide",2009,318235,0.634345,4,7,2
"337",313,"Südheide",2010,318235,0.61891,4,7,2
"338",313,"Südheide",2011,318235,0.534481,2,4,2
"339",313,"Südheide",2012,318235,0.550806,3,5,2
"340",313,"Südheide",2013,318235,0.525442,2,4,2
"341",313,"Südheide",2014,318235,0.488235,2,3,2
"342",313,"Südheide",2015,318235,0.470574,2,3,2
"343",401,"Bremen",1998,557464,0.730319,5,9,3
"344",401,"Bremen",1999,557464,0.696466,4,8,2
"345",401,"Bremen",2000,557464,0.673839,4,8,2
"346",401,"Bremen",2001,557464,0.633502,4,7,2
"347",401,"Bremen",2002,557464,0.624518,4,7,2
"348",401,"Bremen",2003,557464,0.622282,4,7,2
"349",401,"Bremen",2004,557464,0.636211,4,7,2
"350",401,"Bremen",2005,557464,0.638869,4,7,2
"351",401,"Bremen",2006,557464,0.601528,3,6,2
"352",401,"Bremen",2007,557464,0.572553,3,5,2
"353",401,"Bremen",2008,557464,0.491896,2,3,2
"354",401,"Bremen",2009,557464,0.503247,2,4,2
"355",401,"Bremen",2010,557464,0.482689,2,3,2
"356",401,"Bremen",2011,557464,0.454734,2,3,2
"357",401,"Bremen",2012,557464,0.395893,1,2,1
"358",401,"Bremen",2013,557464,0.402707,1,2,1
"359",401,"Bremen",2014,557464,0.380524,1,2,1
"360",401,"Bremen",2015,557464,0.353025,1,1,1
"361",501,"Aachen",1998,1260442,0.72516,5,9,3
"362",501,"Aachen",1999,1260442,0.700006,4,8,2
"363",501,"Aachen",2000,1260442,0.664939,4,8,2
"364",501,"Aachen",2001,1260442,0.64016,4,7,2
"365",501,"Aachen",2002,1260442,0.638459,4,7,2
"366",501,"Aachen",2003,1260442,0.642127,4,7,2
"367",501,"Aachen",2004,1260442,0.629864,4,7,2
"368",501,"Aachen",2005,1260442,0.65065,4,7,2
"369",501,"Aachen",2006,1260442,0.631843,4,7,2
"370",501,"Aachen",2007,1260442,0.603975,3,6,2
"371",501,"Aachen",2008,1260442,0.561765,3,5,2
"372",501,"Aachen",2009,1260442,0.544009,3,5,2
"373",501,"Aachen",2010,1260442,0.530403,2,4,2
"374",501,"Aachen",2011,1260442,0.476929,2,3,2
"375",501,"Aachen",2012,1260442,0.447676,2,3,2
"376",501,"Aachen",2013,1260442,0.397853,1,2,1
"377",501,"Aachen",2014,1260442,0.408374,1,2,1
"378",501,"Aachen",2015,1260442,0.390508,1,2,1
"379",502,"Arnsberg",1998,566757,0.697203,4,8,2
"380",502,"Arnsberg",1999,566757,0.679479,4,8,2
"381",502,"Arnsberg",2000,566757,0.657149,4,7,2
"382",502,"Arnsberg",2001,566757,0.637304,4,7,2
"383",502,"Arnsberg",2002,566757,0.647536,4,7,2
"384",502,"Arnsberg",2003,566757,0.639113,4,7,2
"385",502,"Arnsberg",2004,566757,0.628857,4,7,2
"386",502,"Arnsberg",2005,566757,0.642236,4,7,2
"387",502,"Arnsberg",2006,566757,0.621124,4,7,2
"388",502,"Arnsberg",2007,566757,0.592507,3,6,2
"389",502,"Arnsberg",2008,566757,0.531791,2,4,2
"390",502,"Arnsberg",2009,566757,0.528551,2,4,2
"391",502,"Arnsberg",2010,566757,0.516261,2,4,2
"392",502,"Arnsberg",2011,566757,0.473386,2,3,2
"393",502,"Arnsberg",2012,566757,0.454603,2,3,2
"394",502,"Arnsberg",2013,566757,0.380149,1,2,1
"395",502,"Arnsberg",2014,566757,0.399976,1,2,1
"396",502,"Arnsberg",2015,566757,0.387791,1,2,1
"397",503,"Bielefeld",1998,1609654,0.680398,4,8,2
"398",503,"Bielefeld",1999,1609654,0.660282,4,8,2
"399",503,"Bielefeld",2000,1609654,0.625907,4,7,2
"400",503,"Bielefeld",2001,1609654,0.599779,3,6,2
"401",503,"Bielefeld",2002,1609654,0.601277,3,6,2
"402",503,"Bielefeld",2003,1609654,0.602348,3,6,2
"403",503,"Bielefeld",2004,1609654,0.582622,3,6,2
"404",503,"Bielefeld",2005,1609654,0.595221,3,6,2
"405",503,"Bielefeld",2006,1609654,0.570088,3,5,2
"406",503,"Bielefeld",2007,1609654,0.540764,2,4,2
"407",503,"Bielefeld",2008,1609654,0.492751,2,3,2
"408",503,"Bielefeld",2009,1609654,0.497359,2,4,2
"409",503,"Bielefeld",2010,1609654,0.476548,2,3,2
"410",503,"Bielefeld",2011,1609654,0.439049,1,2,1
"411",503,"Bielefeld",2012,1609654,0.40679,1,2,1
"412",503,"Bielefeld",2013,1609654,0.35625,1,1,1
"413",503,"Bielefeld",2014,1609654,0.368993,1,2,1
"414",503,"Bielefeld",2015,1609654,0.351786,1,1,1
"415",504,"Bochum/Hagen",1998,1451762,0.714391,5,9,3
"416",504,"Bochum/Hagen",1999,1451762,0.693292,4,8,2
"417",504,"Bochum/Hagen",2000,1451762,0.66142,4,8,2
"418",504,"Bochum/Hagen",2001,1451762,0.636853,4,7,2
"419",504,"Bochum/Hagen",2002,1451762,0.636715,4,7,2
"420",504,"Bochum/Hagen",2003,1451762,0.637248,4,7,2
"421",504,"Bochum/Hagen",2004,1451762,0.618239,4,7,2
"422",504,"Bochum/Hagen",2005,1451762,0.630386,4,7,2
"423",504,"Bochum/Hagen",2006,1451762,0.614641,3,6,2
"424",504,"Bochum/Hagen",2007,1451762,0.58635,3,6,2
"425",504,"Bochum/Hagen",2008,1451762,0.546507,3,5,2
"426",504,"Bochum/Hagen",2009,1451762,0.547829,3,5,2
"427",504,"Bochum/Hagen",2010,1451762,0.521548,2,4,2
"428",504,"Bochum/Hagen",2011,1451762,0.47286,2,3,2
"429",504,"Bochum/Hagen",2012,1451762,0.450185,2,3,2
"430",504,"Bochum/Hagen",2013,1451762,0.404888,1,2,1
"431",504,"Bochum/Hagen",2014,1451762,0.412712,1,2,1
"432",504,"Bochum/Hagen",2015,1451762,0.400924,1,2,1
"433",505,"Bonn",1998,915022,0.600289,3,6,2
"434",505,"Bonn",1999,915022,0.577333,3,5,2
"435",505,"Bonn",2000,915022,0.538425,2,4,2
"436",505,"Bonn",2001,915022,0.512625,2,4,2
