"","Raumordnungsregion Nr","Raumordnungsregion","Jahr","Bundesland","Bevoelkerung","GISD_Score","TS_Bildung_adj","TS_Einkommen_adj","TS_Arbeitswelt_adj","GISD_5","GISD_10","GISD_k"
"925","504","Bochum/Hagen",2002,"Nordrhein-Westfalen",1447802,0.649542,0.712312857946551,0.512216861273901,0.458474469629577,3,6,2
"926","504","Bochum/Hagen",2003,"Nordrhein-Westfalen",1447802,0.65132,0.706649839174267,0.505758894606067,0.47393450704314,3,6,2
"927","504","Bochum/Hagen",2004,"Nordrhein-Westfalen",1447802,0.637638,0.708138914423718,0.475492779810921,0.477015612928673,3,6,2
"928","504","Bochum/Hagen",2005,"Nordrhein-Westfalen",1447802,0.639532,0.676664981110555,0.488421368003777,0.499118527473815,3,6,2
"929","504","Bochum/Hagen",2006,"Nordrhein-Westfalen",1447802,0.630668,0.667740846090127,0.487600642188084,0.492217084978076,3,6,2
"930","504","Bochum/Hagen",2007,"Nordrhein-Westfalen",1447802,0.597149,0.649068232509893,0.479583756755568,0.455955785503061,3,6,2
"931","504","Bochum/Hagen",2008,"Nordrhein-Westfalen",1447802,0.570297,0.653725491325557,0.456355316642001,0.424098649268614,4,7,2
"932","504","Bochum/Hagen",2009,"Nordrhein-Westfalen",1447802,0.56915,0.633840433120097,0.453332855626061,0.444852299616694,4,7,2
"933","504","Bochum/Hagen",2010,"Nordrhein-Westfalen",1447802,0.538334,0.586405464117629,0.461033545632016,0.42671387688353,4,7,2
"934","504","Bochum/Hagen",2011,"Nordrhein-Westfalen",1447802,0.500497,0.577566707369667,0.435745002392628,0.389781570988037,3,6,2
"935","504","Bochum/Hagen",2012,"Nordrhein-Westfalen",1447802,0.489916,0.578290042098341,0.432549941370485,0.372382832521783,4,7,2
"936","504","Bochum/Hagen",2013,"Nordrhein-Westfalen",1447802,0.476144,0.553980627898099,0.43915693408063,0.364220265598649,4,7,2
"937","504","Bochum/Hagen",2014,"Nordrhein-Westfalen",1447802,0.456525,0.543618216371829,0.431533144309375,0.345361093374629,4,8,2
"938","504","Bochum/Hagen",2015,"Nordrhein-Westfalen",1447802,0.454645,0.551078086754356,0.43058284190745,0.335320418509696,4,8,2
"939","504","Bochum/Hagen",2016,"Nordrhein-Westfalen",1447802,0.432914,0.527170200079074,0.425467857510158,0.32353182252968,4,7,2
"940","504","Bochum/Hagen",2017,"Nordrhein-Westfalen",1447802,0.421586,0.543185969956624,0.410227377862728,0.301482347746989,4,8,2
"941","505","Bonn",1998,"Nordrhein-Westfalen",924546,0.644706,0.609569359480821,0.535701072338627,0.528650960852954,1,2,1
"942","505","Bonn",1999,"Nordrhein-Westfalen",924546,0.619096,0.594792810501009,0.517884106368757,0.513149285019187,1,2,1
"943","505","Bonn",2000,"Nordrhein-Westfalen",924546,0.5772,0.598572879725863,0.479834423861254,0.468737275875864,1,1,1
"944","505","Bonn",2001,"Nordrhein-Westfalen",924546,0.524038,0.580464814974245,0.433765551455899,0.433072979039678,1,1,1
"945","505","Bonn",2002,"Nordrhein-Westfalen",924546,0.523711,0.575025605387648,0.438326535810598,0.433337599992905,1,2,1
"946","505","Bonn",2003,"Nordrhein-Westfalen",924546,0.514149,0.554447969176669,0.430581631353971,0.443702392407321,1,2,1
"947","505","Bonn",2004,"Nordrhein-Westfalen",924546,0.505721,0.541723670916877,0.42325605467629,0.44792488815592,1,2,1
"948","505","Bonn",2005,"Nordrhein-Westfalen",924546,0.514955,0.533894415500311,0.436269037503272,0.460082558396651,1,2,1
"949","505","Bonn",2006,"Nordrhein-Westfalen",924546,0.502911,0.510843416961681,0.434344418201738,0.462438891166279,1,2,1
"950","505","Bonn",2007,"Nordrhein-Westfalen",924546,0.476062,0.487617258438852,0.426011467579246,0.443574954755231,2,3,2
"951","505","Bonn",2008,"Nordrhein-Westfalen",924546,0.45243,0.491093462483544,0.401627709000824,0.420101189463035,2,3,2
"952","505","Bonn",2009,"Nordrhein-Westfalen",924546,0.421888,0.452667118567624,0.386100615161111,0.416696462701076,1,2,1
"953","505","Bonn",2010,"Nordrhein-Westfalen",924546,0.397029,0.424139419635634,0.387021376047828,0.397617905705824,1,2,1
"954","505","Bonn",2011,"Nordrhein-Westfalen",924546,0.358236,0.423264085584507,0.350996894257604,0.361661959286134,1,2,1
"955","505","Bonn",2012,"Nordrhein-Westfalen",924546,0.333776,0.399211122586459,0.341521043912791,0.349253881212724,1,2,1
"956","505","Bonn",2013,"Nordrhein-Westfalen",924546,0.324558,0.38626599879677,0.34195050786556,0.344458593391462,1,2,1
"957","505","Bonn",2014,"Nordrhein-Westfalen",924546,0.296161,0.357406432918984,0.331719361352821,0.330219598683612,1,2,1
"958","505","Bonn",2015,"Nordrhein-Westfalen",924546,0.275146,0.338633418766491,0.321424385290684,0.319821068980046,1,2,1
"959","505","Bonn",2016,"Nordrhein-Westfalen",924546,0.255891,0.327524366668699,0.313973881334088,0.30221788371895,1,2,1
"960","505","Bonn",2017,"Nordrhein-Westfalen",924546,0.23455,0.324857471353774,0.298158675484111,0.28062267991114,1,2,1
"961","506","Dortmund",1998,"Nordrhein-Westfalen",1159719,0.813753,0.692378103121022,0.683352362028261,0.615666840990405,4,7,2
"962","506","Dortmund",1999,"Nordrhein-Westfalen",1159719,0.790098,0.685416472287255,0.66364083827541,0.59791427209016,4,7,2
"963","506","Dortmund",2000,"Nordrhein-Westfalen",1159719,0.736882,0.66297205004217,0.630034974934305,0.55402454531924,4,7,2
"964","506","Dortmund",2001,"Nordrhein-Westfalen",1159719,0.683881,0.66253876746604,0.571281937448363,0.51367288145154,4,7,2
"965","506","Dortmund",2002,"Nordrhein-Westfalen",1159719,0.689138,0.673604091159702,0.570286518934165,0.513475251006259,4,7,2
"966","506","Dortmund",2003,"Nordrhein-Westfalen",1159719,0.69098,0.667442167031474,0.565507956887458,0.527876143027871,4,7,2
"967","506","Dortmund",2004,"Nordrhein-Westfalen",1159719,0.689903,0.679752844361175,0.540568485690911,0.538481720643166,4,7,2
"968","506","Dortmund",2005,"Nordrhein-Westfalen",1159719,0.690944,0.643606053219214,0.554145253453041,0.563006317937059,4,7,2
"969","506","Dortmund",2006,"Nordrhein-Westfalen",1159719,0.692189,0.65591293691417,0.551630783037507,0.555551579454694,4,8,2
"970","506","Dortmund",2007,"Nordrhein-Westfalen",1159719,0.653963,0.62373142465011,0.544712859836078,0.522862511039394,4,8,2
"971","506","Dortmund",2008,"Nordrhein-Westfalen",1159719,0.615867,0.607604842215191,0.517162107205079,0.494993721461791,4,8,2
"972","506","Dortmund",2009,"Nordrhein-Westfalen",1159719,0.606943,0.603682368249241,0.508719232047939,0.490599692340286,4,8,2
"973","506","Dortmund",2010,"Nordrhein-Westfalen",1159719,0.591702,0.573227097259047,0.516993300980024,0.484159244692555,4,8,2
"974","506","Dortmund",2011,"Nordrhein-Westfalen",1159719,0.553013,0.547949615451874,0.497628996794023,0.456142131962496,4,8,2
"975","506","Dortmund",2012,"Nordrhein-Westfalen",1159719,0.538815,0.544482556670684,0.492100654075896,0.438473235142381,4,8,2
"976","506","Dortmund",2013,"Nordrhein-Westfalen",1159719,0.525719,0.531687722307627,0.490070646771696,0.428702868886981,4,8,2
"977","506","Dortmund",2014,"Nordrhein-Westfalen",1159719,0.504058,0.521582989798118,0.48298784468428,0.405210795960792,5,9,3
"978","506","Dortmund",2015,"Nordrhein-Westfalen",1159719,0.492181,0.527856764329131,0.475004762564298,0.384614063014224,5,9,3
"979","506","Dortmund",2016,"Nordrhein-Westfalen",1159719,0.466126,0.502927431499039,0.471306576369656,0.364309481036423,4,8,2
"980","506","Dortmund",2017,"Nordrhein-Westfalen",1159719,0.45225,0.519468728949906,0.456258119246467,0.336757102017694,5,9,3
"981","507","Duisburg/Essen",1998,"Nordrhein-Westfalen",2236126,0.788625,0.706615538775836,0.65655904950047,0.581031342274156,3,6,2
"982","507","Duisburg/Essen",1999,"Nordrhein-Westfalen",2236126,0.760733,0.68725238965389,0.638973819914516,0.565598231048101,4,7,2
"983","507","Duisburg/Essen",2000,"Nordrhein-Westfalen",2236126,0.710088,0.67549115163846,0.596637462216061,0.524582750831691,3,6,2
"984","507","Duisburg/Essen",2001,"Nordrhein-Westfalen",2236126,0.659738,0.683086952310798,0.542114675844984,0.476950004094385,3,6,2
"985","507","Duisburg/Essen",2002,"Nordrhein-Westfalen",2236126,0.656083,0.677847645799984,0.541950079365726,0.475489946754033,3,6,2
"986","507","Duisburg/Essen",2003,"Nordrhein-Westfalen",2236126,0.653613,0.663731600698296,0.539021179214994,0.487896299377233,3,6,2
"987","507","Duisburg/Essen",2004,"Nordrhein-Westfalen",2236126,0.646449,0.659340288702792,0.523366854435559,0.494488146933432,4,7,2
"988","507","Duisburg/Essen",2005,"Nordrhein-Westfalen",2236126,0.664258,0.647406432230943,0.536487850553918,0.526747257455901,3,6,2
"989","507","Duisburg/Essen",2006,"Nordrhein-Westfalen",2236126,0.650316,0.623914678307035,0.537354060293866,0.523189469195597,4,7,2
"990","507","Duisburg/Essen",2007,"Nordrhein-Westfalen",2236126,0.623938,0.60933459143901,0.530920161613783,0.494663686978049,4,7,2
"991","507","Duisburg/Essen",2008,"Nordrhein-Westfalen",2236126,0.586693,0.598108511224886,0.503424962951712,0.463438094929293,4,7,2
"992","507","Duisburg/Essen",2009,"Nordrhein-Westfalen",2236126,0.570612,0.583182143281051,0.48821181469132,0.46337657510289,4,7,2
"993","507","Duisburg/Essen",2010,"Nordrhein-Westfalen",2236126,0.553415,0.55847350288598,0.493975211300098,0.45002529593013,4,7,2
"994","507","Duisburg/Essen",2011,"Nordrhein-Westfalen",2236126,0.52053,0.547046471788834,0.470310717087333,0.423358415824609,4,7,2
"995","507","Duisburg/Essen",2012,"Nordrhein-Westfalen",2236126,0.500874,0.527370722595256,0.467465811581686,0.408965639479684,4,7,2
"996","507","Duisburg/Essen",2013,"Nordrhein-Westfalen",2236126,0.489971,0.519313389378474,0.464161121526392,0.39985159217424,4,8,2
"997","507","Duisburg/Essen",2014,"Nordrhein-Westfalen",2236126,0.480277,0.520220677190315,0.459449232106246,0.38544958234875,4,8,2
"998","507","Duisburg/Essen",2015,"Nordrhein-Westfalen",2236126,0.468341,0.508460428956404,0.456963788661255,0.377279228738167,4,8,2
"999","507","Duisburg/Essen",2016,"Nordrhein-Westfalen",2236126,0.456006,0.500844207208107,0.456647594383289,0.362047205834532,4,8,2
"1000","507","Duisburg/Essen",2017,"Nordrhein-Westfalen",2236126,0.441124,0.50784644532366,0.445215903243508,0.338526805568569,4,8,2
"1001","508","Düsseldorf",1998,"Nordrhein-Westfalen",2962694,0.706959,0.686913045585401,0.595023258603343,0.508897971740873,2,4,2
"1002","508","Düsseldorf",1999,"Nordrhein-Westfalen",2962694,0.677194,0.663626740633662,0.577721693677027,0.493586526532115,2,4,2
"1003","508","Düsseldorf",2000,"Nordrhein-Westfalen",2962694,0.630086,0.656754784921931,0.536074774419948,0.453635260533548,2,3,2
"1004","508","Düsseldorf",2001,"Nordrhein-Westfalen",2962694,0.584842,0.677164859506037,0.483345564576533,0.400984323514851,2,3,2
"1005","508","Düsseldorf",2002,"Nordrhein-Westfalen",2962694,0.578963,0.664764845927081,0.483847437919204,0.401842990648559,2,3,2
"1006","508","Düsseldorf",2003,"Nordrhein-Westfalen",2962694,0.571121,0.643409707334423,0.47632625296942,0.415990550507758,2,3,2
"1007","508","Düsseldorf",2004,"Nordrhein-Westfalen",2962694,0.554148,0.624248076725504,0.457809128273182,0.42179495949679,2,3,2
"1008","508","Düsseldorf",2005,"Nordrhein-Westfalen",2962694,0.567926,0.61338394534373,0.474079446767539,0.442263815762645,2,4,2
"1009","508","Düsseldorf",2006,"Nordrhein-Westfalen",2962694,0.555074,0.586368323601184,0.476068962708733,0.443153390943574,2,4,2
"1010","508","Düsseldorf",2007,"Nordrhein-Westfalen",2962694,0.538444,0.587495177080156,0.470055122099381,0.416808614599332,3,5,2
"1011","508","Düsseldorf",2008,"Nordrhein-Westfalen",2962694,0.497813,0.56797431508916,0.443110987396883,0.386967460514302,2,4,2
"1012","508","Düsseldorf",2009,"Nordrhein-Westfalen",2962694,0.484011,0.544476383909672,0.433978782275479,0.393678043376243,2,4,2
"1013","508","Düsseldorf",2010,"Nordrhein-Westfalen",2962694,0.464183,0.518406531274134,0.436700085099772,0.379787819575831,2,4,2
"1014","508","Düsseldorf",2011,"Nordrhein-Westfalen",2962694,0.420725,0.49267232462156,0.413512871193521,0.34709437288442,2,4,2
"1015","508","Düsseldorf",2012,"Nordrhein-Westfalen",2962694,0.405498,0.483360058473084,0.40898083521263,0.332342042825804,2,4,2
"1016","508","Düsseldorf",2013,"Nordrhein-Westfalen",2962694,0.39582,0.476175741980987,0.405512677277972,0.324819039864679,3,5,2
"1017","508","Düsseldorf",2014,"Nordrhein-Westfalen",2962694,0.372754,0.460476912382899,0.398268560040671,0.304443375446051,3,5,2
"1018","508","Düsseldorf",2015,"Nordrhein-Westfalen",2962694,0.353303,0.440558656499751,0.393853897228354,0.292247275696215,2,4,2
"1019","508","Düsseldorf",2016,"Nordrhein-Westfalen",2962694,0.331324,0.426624372647579,0.387370942628166,0.271386395186682,2,4,2
"1020","508","Düsseldorf",2017,"Nordrhein-Westfalen",2962694,0.312307,0.426306465414542,0.373268227727944,0.250093706669448,2,4,2
"1021","509","Emscher-Lippe",1998,"Nordrhein-Westfalen",994493,0.829445,0.693742516406554,0.694102793279487,0.633020912215938,4,8,2
"1022","509","Emscher-Lippe",1999,"Nordrhein-Westfalen",994493,0.813895,0.696166080039894,0.674888761777593,0.620608404947275,4,8,2
"1023","509","Emscher-Lippe",2000,"Nordrhein-Westfalen",994493,0.769717,0.68978155079679,0.635808039082968,0.583105615619704,4,8,2
"1024","509","Emscher-Lippe",2001,"Nordrhein-Westfalen",994493,0.729555,0.716797187814798,0.575477168362302,0.540995253687168,4,8,2
"1025","509","Emscher-Lippe",2002,"Nordrhein-Westfalen",994493,0.719646,0.702303686098567,0.573611997624457,0.538745604078187,4,8,2
"1026","509","Emscher-Lippe",2003,"Nordrhein-Westfalen",994493,0.715307,0.688225141980596,0.570906752255302,0.547379986802266,4,8,2
"1027","509","Emscher-Lippe",2004,"Nordrhein-Westfalen",994493,0.713138,0.704298933506773,0.543672081228429,0.554467631537926,4,8,2
"1028","509","Emscher-Lippe",2005,"Nordrhein-Westfalen",994493,0.722124,0.675959480340068,0.559018943499493,0.584336776262302,4,8,2
"1029","509","Emscher-Lippe",2006,"Nordrhein-Westfalen",994493,0.710104,0.657498187906892,0.561759898090832,0.577483700925062,4,8,2
"1030","509","Emscher-Lippe",2007,"Nordrhein-Westfalen",994493,0.688624,0.653587152747421,0.556065894712056,0.546748829347851,4,8,2
"1031","509","Emscher-Lippe",2008,"Nordrhein-Westfalen",994493,0.657607,0.6512019069875,0.531468691986417,0.515478965810469,5,9,3
"1032","509","Emscher-Lippe",2009,"Nordrhein-Westfalen",994493,0.629799,0.61810273883769,0.517825975116498,0.509997215398061,5,9,3
"1033","509","Emscher-Lippe",2010,"Nordrhein-Westfalen",994493,0.626437,0.621024958197685,0.524129179875368,0.494457933553143,5,9,3
"1034","509","Emscher-Lippe",2011,"Nordrhein-Westfalen",994493,0.598463,0.615321950863837,0.503690820484098,0.468063494619533,5,9,3
"1035","509","Emscher-Lippe",2012,"Nordrhein-Westfalen",994493,0.572646,0.583445918541263,0.504011682655596,0.451133515278888,5,9,3
"1036","509","Emscher-Lippe",2013,"Nordrhein-Westfalen",994493,0.564394,0.580190645879192,0.499896247208987,0.44300666282503,5,10,3
"1037","509","Emscher-Lippe",2014,"Nordrhein-Westfalen",994493,0.553354,0.577252329096043,0.496947649573488,0.428160871560378,5,10,3
"1038","509","Emscher-Lippe",2015,"Nordrhein-Westfalen",994493,0.549873,0.586200982271163,0.491302033444158,0.418320255716601,5,10,3
"1039","509","Emscher-Lippe",2016,"Nordrhein-Westfalen",994493,0.53967,0.583116109876194,0.488133966698385,0.405412188228901,5,10,3
"1040","509","Emscher-Lippe",2017,"Nordrhein-Westfalen",994493,0.520154,0.580863453780075,0.476343765765544,0.382801789216376,5,10,3
"1041","510","Köln",1998,"Nordrhein-Westfalen",2267492,0.68025,0.641941971805647,0.583666700835682,0.51506507421201,2,3,2
"1042","510","Köln",1999,"Nordrhein-Westfalen",2267492,0.649679,0.617268281875401,0.566139490069662,0.499852863810464,2,3,2
"1043","510","Köln",2000,"Nordrhein-Westfalen",2267492,0.600344,0.610910632234698,0.527016399268352,0.452680894986212,1,2,1
"1044","510","Köln",2001,"Nordrhein-Westfalen",2267492,0.539607,0.601598504914359,0.473739115765696,0.40120498466428,1,2,1
"1045","510","Köln",2002,"Nordrhein-Westfalen",2267492,0.543212,0.609437657414085,0.473083417523361,0.400791484172761,1,2,1
"1046","510","Köln",2003,"Nordrhein-Westfalen",2267492,0.539456,0.592261442080643,0.46375804843932,0.420239249452782,1,2,1
"1047","510","Köln",2004,"Nordrhein-Westfalen",2267492,0.524715,0.567256735384984,0.45407423071658,0.427244361721047,1,2,1
"1048","510","Köln",2005,"Nordrhein-Westfalen",2267492,0.544138,0.565369765199054,0.46902645184443,0.450655369527035,2,3,2
"1049","510","Köln",2006,"Nordrhein-Westfalen",2267492,0.527732,0.539867419201066,0.465032080250147,0.44934132642743,2,3,2
"1050","510","Köln",2007,"Nordrhein-Westfalen",2267492,0.507077,0.536909356919326,0.456888547806984,0.421652502838269,2,4,2
"1051","510","Köln",2008,"Nordrhein-Westfalen",2267492,0.456138,0.502154103902264,0.426767129265867,0.390865175738579,2,3,2
"1052","510","Köln",2009,"Nordrhein-Westfalen",2267492,0.436152,0.477089832629793,0.416853706117329,0.388309002926895,2,3,2
"1053","510","Köln",2010,"Nordrhein-Westfalen",2267492,0.421524,0.457111792265355,0.423776830535245,0.373892118215026,2,3,2
"1054","510","Köln",2011,"Nordrhein-Westfalen",2267492,0.382953,0.433495087037138,0.404244068762907,0.34460416030651,2,3,2
"1055","510","Köln",2012,"Nordrhein-Westfalen",2267492,0.362615,0.420099059143843,0.396681041765165,0.327366567999176,2,3,2
"1056","510","Köln",2013,"Nordrhein-Westfalen",2267492,0.345623,0.402891606206443,0.388973276279268,0.320370451819813,2,3,2
"1057","510","Köln",2014,"Nordrhein-Westfalen",2267492,0.320003,0.379159986577217,0.381981568309729,0.302979724157805,2,3,2
"1058","510","Köln",2015,"Nordrhein-Westfalen",2267492,0.301643,0.363406387204178,0.374334150805399,0.291898880896784,2,3,2
"1059","510","Köln",2016,"Nordrhein-Westfalen",2267492,0.283811,0.357761870659442,0.367726521065431,0.270662211862165,2,3,2
"1060","510","Köln",2017,"Nordrhein-Westfalen",2267492,0.252299,0.33573675258514,0.354004391091231,0.247230100938312,1,2,1
"1061","511","Münster",1998,"Nordrhein-Westfalen",1626660,0.676842,0.620700559884613,0.560740659841637,0.55283372429999,2,3,2
"1062","511","Münster",1999,"Nordrhein-Westfalen",1626660,0.661029,0.62999617457627,0.540791003613504,0.533790175426009,2,3,2
"1063","511","Münster",2000,"Nordrhein-Westfalen",1626660,0.626424,0.635070398657899,0.515771594939482,0.488745200791865,2,3,2
"1064","511","Münster",2001,"Nordrhein-Westfalen",1626660,0.578666,0.628617260892838,0.469414174127489,0.451865410414032,2,3,2
"1065","511","Münster",2002,"Nordrhein-Westfalen",1626660,0.584469,0.630880900300083,0.471705771096417,0.458209186848236,2,3,2
"1066","511","Münster",2003,"Nordrhein-Westfalen",1626660,0.578064,0.61567272947028,0.462728018181098,0.470364916596867,2,4,2
"1067","511","Münster",2004,"Nordrhein-Westfalen",1626660,0.569354,0.612248534886409,0.447947852430263,0.472212726844675,2,4,2
"1068","511","Münster",2005,"Nordrhein-Westfalen",1626660,0.571819,0.600298406663832,0.45311370159725,0.483626655662071,2,4,2
"1069","511","Münster",2006,"Nordrhein-Westfalen",1626660,0.557684,0.597915038000317,0.442961755429201,0.469615382977103,2,4,2
"1070","511","Münster",2007,"Nordrhein-Westfalen",1626660,0.521476,0.569767421333049,0.432850743351357,0.439874308721472,2,4,2
"1071","511","Münster",2008,"Nordrhein-Westfalen",1626660,0.485805,0.561121991301677,0.40378206115018,0.410596873639014,2,4,2
"1072","511","Münster",2009,"Nordrhein-Westfalen",1626660,0.479411,0.541962868789362,0.404905278338513,0.41662484060122,2,4,2
"1073","511","Münster",2010,"Nordrhein-Westfalen",1626660,0.458119,0.516850051876542,0.407132883161867,0.399522603741014,2,4,2
"1074","511","Münster",2011,"Nordrhein-Westfalen",1626660,0.427335,0.509534460691177,0.388243156180865,0.367916280922671,2,4,2
"1075","511","Münster",2012,"Nordrhein-Westfalen",1626660,0.408592,0.498883278262333,0.380680116940914,0.350929791708705,2,4,2
"1076","511","Münster",2013,"Nordrhein-Westfalen",1626660,0.3857,0.481000549228193,0.368658342179731,0.337842586430187,2,4,2
"1077","511","Münster",2014,"Nordrhein-Westfalen",1626660,0.366546,0.474829255496137,0.357041684990556,0.319659022669885,2,4,2
"1078","511","Münster",2015,"Nordrhein-Westfalen",1626660,0.357994,0.47850527177179,0.348276107040281,0.308688471196136,3,5,2
"1079","511","Münster",2016,"Nordrhein-Westfalen",1626660,0.345654,0.483113094043973,0.339363473858296,0.289818456705698,2,4,2
"1080","511","Münster",2017,"Nordrhein-Westfalen",1626660,0.330071,0.494225731499718,0.321760144157944,0.267042923294289,3,5,2
"1081","512","Paderborn",1998,"Nordrhein-Westfalen",446927,0.728213,0.658633017377266,0.594766454804718,0.577350270433905,3,5,2
"1082","512","Paderborn",1999,"Nordrhein-Westfalen",446927,0.70978,0.663944162832046,0.57473775750618,0.557449659628404,3,5,2
"1083","512","Paderborn",2000,"Nordrhein-Westfalen",446927,0.669903,0.647553808275078,0.551796996554407,0.521891165301261,3,5,2
"1084","512","Paderborn",2001,"Nordrhein-Westfalen",446927,0.618832,0.642713962347292,0.50172990314423,0.480886683077031,2,4,2
"1085","512","Paderborn",2002,"Nordrhein-Westfalen",446927,0.616195,0.63304257037432,0.504038775278826,0.483295896106418,2,4,2
"1086","512","Paderborn",2003,"Nordrhein-Westfalen",446927,0.612839,0.628013893019307,0.496774005291335,0.489286045754289,3,5,2
"1087","512","Paderborn",2004,"Nordrhein-Westfalen",446927,0.599534,0.609160038022687,0.485762448734508,0.494164418882621,3,5,2
"1088","512","Paderborn",2005,"Nordrhein-Westfalen",446927,0.606574,0.594119212981889,0.494272859570613,0.513917438932937,3,5,2
"1089","512","Paderborn",2006,"Nordrhein-Westfalen",446927,0.590032,0.579038224419945,0.486408850630106,0.505796189027533,3,5,2
"1090","512","Paderborn",2007,"Nordrhein-Westfalen",446927,0.550563,0.550312159410133,0.473841922071927,0.472964124157438,3,5,2
"1091","512","Paderborn",2008,"Nordrhein-Westfalen",446927,0.513502,0.547318524649082,0.44210693661657,0.438091921405257,3,5,2
"1092","512","Paderborn",2009,"Nordrhein-Westfalen",446927,0.521357,0.557551758975124,0.439794481057787,0.444923191454447,3,6,2
"1093","512","Paderborn",2010,"Nordrhein-Westfalen",446927,0.493044,0.518476207751095,0.441518560040659,0.429102157831408,3,5,2
"1094","512","Paderborn",2011,"Nordrhein-Westfalen",446927,0.455481,0.50731750508291,0.418810421234507,0.392424277108887,3,5,2
"1095","512","Paderborn",2012,"Nordrhein-Westfalen",446927,0.438537,0.505999836434713,0.410103517813117,0.370628339967843,3,5,2
"1096","512","Paderborn",2013,"Nordrhein-Westfalen",446927,0.415584,0.491094174920398,0.394801300726197,0.357728715192545,3,6,2
"1097","512","Paderborn",2014,"Nordrhein-Westfalen",446927,0.411691,0.510285409170444,0.383177373469934,0.342851332044305,3,6,2
"1098","512","Paderborn",2015,"Nordrhein-Westfalen",446927,0.398266,0.503698064567237,0.37547321554381,0.331930292172437,3,6,2
"1099","512","Paderborn",2016,"Nordrhein-Westfalen",446927,0.391521,0.521289116171856,0.365953531055244,0.311191474590287,3,6,2
"1100","512","Paderborn",2017,"Nordrhein-Westfalen",446927,0.349881,0.483482888747976,0.350086437660949,0.286664113785598,3,5,2
"1101","513","Siegen",1998,"Nordrhein-Westfalen",412785,0.669858,0.673911986807515,0.531423581329994,0.515822465706779,1,2,1
"1102","513","Siegen",1999,"Nordrhein-Westfalen",412785,0.6484,0.676951908110614,0.511315456955921,0.492591410687447,2,3,2
"1103","513","Siegen",2000,"Nordrhein-Westfalen",412785,0.621,0.670636524872344,0.494422242126927,0.464342419228352,2,3,2
"1104","513","Siegen",2001,"Nordrhein-Westfalen",412785,0.583895,0.688814618723653,0.444827919633158,0.426073714792659,2,3,2
"1105","513","Siegen",2002,"Nordrhein-Westfalen",412785,0.589363,0.697266242391218,0.44394661908986,0.428774201568107,2,4,2
"1106","513","Siegen",2003,"Nordrhein-Westfalen",412785,0.575817,0.675145380194889,0.433120275926068,0.436280235304167,2,3,2
"1107","513","Siegen",2004,"Nordrhein-Westfalen",412785,0.560076,0.662859109585772,0.414926416439968,0.437199314576375,2,3,2
"1108","513","Siegen",2005,"Nordrhein-Westfalen",412785,0.57185,0.657347879303743,0.420289666680576,0.459458152784437,2,4,2
"1109","513","Siegen",2006,"Nordrhein-Westfalen",412785,0.534985,0.628345095511295,0.401546592006498,0.437971784336401,2,3,2
"1110","513","Siegen",2007,"Nordrhein-Westfalen",412785,0.505092,0.624826043076196,0.391753883477094,0.395143970412035,2,3,2
"1111","513","Siegen",2008,"Nordrhein-Westfalen",412785,0.460981,0.602428124100881,0.366109991067778,0.36034317934378,2,3,2
"1112","513","Siegen",2009,"Nordrhein-Westfalen",412785,0.466674,0.587547714333227,0.371079300877121,0.380946287921546,2,4,2
"1113","513","Siegen",2010,"Nordrhein-Westfalen",412785,0.456334,0.579328775478818,0.374332111251183,0.366493557898829,2,4,2
"1114","513","Siegen",2011,"Nordrhein-Westfalen",412785,0.409226,0.562270950818777,0.349504834838574,0.319908305668521,2,4,2
"1115","513","Siegen",2012,"Nordrhein-Westfalen",412785,0.393628,0.560923323907234,0.340102908408373,0.301364978948784,2,4,2
"1116","513","Siegen",2013,"Nordrhein-Westfalen",412785,0.386048,0.555075967023293,0.340778923469661,0.292299988260915,2,4,2
"1117","513","Siegen",2014,"Nordrhein-Westfalen",412785,0.345944,0.509472743926898,0.329553209280963,0.273812671512149,2,4,2
"1118","513","Siegen",2015,"Nordrhein-Westfalen",412785,0.357304,0.539532244805052,0.328905181257452,0.265736428876285,2,4,2
"1119","513","Siegen",2016,"Nordrhein-Westfalen",412785,0.3317,0.524547747480207,0.317331621505332,0.244209359470041,2,4,2
"1120","513","Siegen",2017,"Nordrhein-Westfalen",412785,0.30265,0.507176899120989,0.299846474012755,0.224508118891969,2,4,2
"1121","601","Mittelhessen",1998,"Hessen",1045807,0.726088,0.739481430460449,0.566331496085408,0.520946590771111,3,5,2
"1122","601","Mittelhessen",1999,"Hessen",1045807,0.704678,0.739401419527759,0.547260740319068,0.499888827632029,3,5,2
"1123","601","Mittelhessen",2000,"Hessen",1045807,0.671711,0.742511292172449,0.526805220702761,0.455321557520673,3,5,2
"1124","601","Mittelhessen",2001,"Hessen",1045807,0.616259,0.737209730187438,0.470422527522829,0.412865960847134,2,4,2
"1125","601","Mittelhessen",2002,"Hessen",1045807,0.596226,0.6973405521425,0.471162624053937,0.414372410372038,2,4,2
"1126","601","Mittelhessen",2003,"Hessen",1045807,0.604557,0.707069174932271,0.469927607471797,0.421523459990451,2,4,2
"1127","601","Mittelhessen",2004,"Hessen",1045807,0.586671,0.669121229050322,0.467483478593245,0.428326009321007,2,4,2
"1128","601","Mittelhessen",2005,"Hessen",1045807,0.585694,0.639957382124338,0.470699634596791,0.452438863757106,2,4,2
"1129","601","Mittelhessen",2006,"Hessen",1045807,0.567988,0.634789263710954,0.457759964630238,0.437293278717079,3,5,2
