"","Kreiskennziffer","Name des Kreises","Jahr","Bevoelkerung","GISD_Score","TS_Bildung","TS_Einkommen","TS_Arbeitswelt","GISD_Score_2","GISD_5","GISD_10","GISD_k"
"1",1001,"Flensburg, Stadt",1998,84694,0.913860730391342,0.812820674821031,0.927292559918189,0.719695548456524,0.918269,5,10,3
"2",1001,"Flensburg, Stadt",1999,84694,0.891580532334726,0.801774719585457,0.910183556789109,0.696155579320282,0.894451,5,10,3
"3",1001,"Flensburg, Stadt",2000,84694,0.853144113112476,0.764127618282413,0.886878933147816,0.66792641368011,0.853361,5,10,3
"4",1001,"Flensburg, Stadt",2001,84694,0.820056900018511,0.775816132716014,0.836747440443041,0.629599828334624,0.817989,5,9,3
"5",1001,"Flensburg, Stadt",2002,84694,0.83048046237587,0.808383450137877,0.832523768257705,0.625441125215555,0.829133,5,10,3
"6",1001,"Flensburg, Stadt",2003,84694,0.810340991218349,0.740302963266626,0.84250642886158,0.636810978116226,0.807603,5,9,3
"7",1001,"Flensburg, Stadt",2004,84694,0.817293896206599,0.751968163901574,0.839337990427565,0.644446474631075,0.815036,5,9,3
"8",1001,"Flensburg, Stadt",2005,84694,0.846921890897228,0.755969042338068,0.84646047383462,0.702066533902412,0.846709,5,10,3
"9",1001,"Flensburg, Stadt",2006,84694,0.834781168693032,0.739180132597856,0.846924128838779,0.690222660493393,0.83373,5,10,3
"10",1001,"Flensburg, Stadt",2007,84694,0.81028777875786,0.731878880020858,0.831323029568265,0.656294996120562,0.807546,5,9,3
"11",1001,"Flensburg, Stadt",2008,84694,0.763022171798989,0.688467018404138,0.78666397116173,0.634699380917526,0.757017,4,8,2
"12",1001,"Flensburg, Stadt",2009,84694,0.751416687432889,0.679183631457865,0.749866614142577,0.653852865466594,0.74461,4,8,2
"13",1001,"Flensburg, Stadt",2010,84694,0.741299888265943,0.660421605265876,0.755641795293782,0.643366526016495,0.733795,4,8,2
"14",1001,"Flensburg, Stadt",2011,84694,0.701922080011388,0.653035234634158,0.700116482423635,0.614913090694431,0.691699,4,7,2
"15",1001,"Flensburg, Stadt",2012,84694,0.684876646199963,0.639624706746904,0.693529221907391,0.595361748391648,0.673477,3,6,2
"16",1001,"Flensburg, Stadt",2013,84694,0.690393072138229,0.645153733122978,0.708643945563099,0.587517311822793,0.679374,3,6,2
"17",1001,"Flensburg, Stadt",2014,84694,0.661220078859475,0.607371578667361,0.696737128517321,0.569518564898297,0.648187,3,6,2
"18",1002,"Kiel, Stadt",1998,243148,0.846641991262576,0.807151548599422,0.834770122414588,0.661924950753312,0.84641,5,10,3
"19",1002,"Kiel, Stadt",1999,243148,0.815396982831389,0.758995771393038,0.8229109057343,0.649444698345013,0.813008,5,9,3
"20",1002,"Kiel, Stadt",2000,243148,0.793748060959439,0.765889343656086,0.795078030999784,0.620153771991802,0.789864,5,9,3
"21",1002,"Kiel, Stadt",2001,243148,0.756001120988914,0.763261387232424,0.743533039668708,0.586745571670637,0.749511,4,8,2
"22",1002,"Kiel, Stadt",2002,243148,0.740155345846075,0.728340136379076,0.741865042850516,0.586569158860926,0.732572,4,8,2
"23",1002,"Kiel, Stadt",2003,243148,0.73968730056479,0.704781124184934,0.748511621003479,0.602395625586121,0.732071,4,8,2
"24",1002,"Kiel, Stadt",2004,243148,0.739173129060004,0.704013389740651,0.737565551616442,0.612916439184796,0.731522,4,8,2
"25",1002,"Kiel, Stadt",2005,243148,0.751828590130813,0.682305613426112,0.747335430796942,0.654217771099955,0.745051,4,8,2
"26",1002,"Kiel, Stadt",2006,243148,0.753620250308291,0.700532673497411,0.746773655883675,0.640709529014234,0.746966,4,8,2
"27",1002,"Kiel, Stadt",2007,243148,0.72299477167021,0.671286665431322,0.732090893776637,0.613580497373713,0.714226,4,7,2
"28",1002,"Kiel, Stadt",2008,243148,0.679429264378314,0.623026507157652,0.700494392515826,0.592355661345568,0.667653,3,6,2
"29",1002,"Kiel, Stadt",2009,243148,0.644081439035672,0.576648597110851,0.677250626955468,0.579962658997045,0.629865,3,5,2
"30",1002,"Kiel, Stadt",2010,243148,0.638388346859074,0.568218581525961,0.686143278268205,0.566290805533462,0.623779,3,5,2
"31",1002,"Kiel, Stadt",2011,243148,0.609338818294473,0.548381144038719,0.650187689367046,0.554682578608661,0.592724,2,4,2
"32",1002,"Kiel, Stadt",2012,243148,0.598270295388762,0.548422134227689,0.646974687268524,0.532173199010888,0.580891,2,4,2
"33",1002,"Kiel, Stadt",2013,243148,0.586779808399587,0.534758199469294,0.63747923052941,0.528672150132329,0.568607,2,4,2
"34",1002,"Kiel, Stadt",2014,243148,0.561229473323618,0.522947246165872,0.627459234371622,0.491220739714177,0.541293,2,3,2
"35",1003,"Lübeck, Stadt",1998,214420,0.907777317717903,0.886553341022746,0.876710632587692,0.682429963015614,0.911766,5,10,3
