"","Raumordnungsregion Nr","Raumordnungsregion","Jahr","Bevoelkerung","GISD_Score","TS_Bildung","TS_Einkommen","TS_Arbeitswelt","GISD_5","GISD_10","GISD_k"
"137","1101","Berlin",2014,3613495,0.374337,0.324169923991609,0.841547451459169,0.462138255929986,2,3,2
"138","1101","Berlin",2015,3613495,0.343877,0.323143268823089,0.832595206221728,0.423424062468286,2,3,2
"139","1101","Berlin",2016,3613495,0.28096,0.256540111815024,0.82668641620415,0.395358571760475,1,2,1
"140","1101","Berlin",2017,3613495,0.246951,0.24535656045583,0.820020068188375,0.358841813368703,1,2,1
"141","1201","Havelland-Fläming",1998,788410,0.754712,0.65184709468524,0.919003635802108,0.665069065828889,3,6,2
"142","1201","Havelland-Fläming",1999,788410,0.742778,0.647031460585241,0.914138631095532,0.655672303332079,3,6,2
"143","1201","Havelland-Fläming",2000,788410,0.723575,0.644200317311058,0.908480219410431,0.633464570114278,3,6,2
"144","1201","Havelland-Fläming",2001,788410,0.696746,0.631914861747593,0.905722034705794,0.605618997266196,4,7,2
"145","1201","Havelland-Fläming",2002,788410,0.693965,0.625223870313154,0.903963922075733,0.609622966417536,4,7,2
"146","1201","Havelland-Fläming",2003,788410,0.682051,0.597403540115137,0.900731595346871,0.621629073132801,3,6,2
"147","1201","Havelland-Fläming",2004,788410,0.684573,0.5964015783384,0.901716538675258,0.62567840274779,4,7,2
"148","1201","Havelland-Fläming",2005,788410,0.684709,0.592660400807974,0.901409285694889,0.62994485645931,4,7,2
"149","1201","Havelland-Fläming",2006,788410,0.669891,0.602850862994251,0.894759783477428,0.602715260302411,4,7,2
"150","1201","Havelland-Fläming",2007,788410,0.609787,0.555277088574484,0.884698787781982,0.56426862366389,3,6,2
"151","1201","Havelland-Fläming",2008,788410,0.545016,0.507843798775314,0.86225813420947,0.530600787707238,3,5,2
"152","1201","Havelland-Fläming",2009,788410,0.478994,0.424177473110883,0.84998964352968,0.520992507831178,2,3,2
"153","1201","Havelland-Fläming",2010,788410,0.474627,0.434730960434605,0.852027770451046,0.50141936909097,2,3,2
"154","1201","Havelland-Fläming",2011,788410,0.459179,0.450285883938725,0.839432316208847,0.473764751592084,3,5,2
"155","1201","Havelland-Fläming",2012,788410,0.406443,0.382702987458299,0.836961537635048,0.459516029042355,2,3,2
"156","1201","Havelland-Fläming",2013,788410,0.420888,0.429246123076192,0.828292525519926,0.444733531349757,3,5,2
"157","1201","Havelland-Fläming",2014,788410,0.411174,0.437985040590011,0.824477548417764,0.424280565711839,3,5,2
"158","1201","Havelland-Fläming",2015,788410,0.375259,0.416593559634686,0.815178600537024,0.397557733320799,2,4,2
"159","1201","Havelland-Fläming",2016,788410,0.345346,0.393076737126521,0.809904415945178,0.378530867188191,2,4,2
"160","1201","Havelland-Fläming",2017,788410,0.305811,0.369063495890343,0.800463949145324,0.348783910533675,2,3,2
"161","1202","Lausitz-Spreewald",1998,598388,0.813343,0.669810109700068,0.926564418732234,0.733272586654441,4,8,2
"162","1202","Lausitz-Spreewald",1999,598388,0.801012,0.658982341397734,0.922691319158647,0.728261725751549,4,8,2
"163","1202","Lausitz-Spreewald",2000,598388,0.773349,0.641838015224785,0.916927065222901,0.706947496191126,4,8,2
"164","1202","Lausitz-Spreewald",2001,598388,0.753384,0.647607461121019,0.907449854998505,0.678739250245197,4,8,2
"165","1202","Lausitz-Spreewald",2002,598388,0.750751,0.637852916253033,0.905353380377397,0.686381233112973,4,8,2
"166","1202","Lausitz-Spreewald",2003,598388,0.755752,0.632140427803995,0.904484568616979,0.700957640229763,4,8,2
"167","1202","Lausitz-Spreewald",2004,598388,0.74897,0.615787944110073,0.901219499141229,0.709733566287282,4,8,2
"168","1202","Lausitz-Spreewald",2005,598388,0.754737,0.628414027855847,0.905508211162972,0.702037655145986,4,8,2
"169","1202","Lausitz-Spreewald",2006,598388,0.730016,0.61482543727943,0.902058036134217,0.679558370859789,4,8,2
"170","1202","Lausitz-Spreewald",2007,598388,0.676606,0.574505659889496,0.895914252373239,0.640640366959368,4,8,2
"171","1202","Lausitz-Spreewald",2008,598388,0.615162,0.533853147764779,0.876654645586523,0.602328772681324,4,8,2
"172","1202","Lausitz-Spreewald",2009,598388,0.556894,0.476764916989016,0.86024929144537,0.582675751463861,3,6,2
"173","1202","Lausitz-Spreewald",2010,598388,0.546548,0.487518692315662,0.860928954754329,0.554703251133196,3,6,2
"174","1202","Lausitz-Spreewald",2011,598388,0.543977,0.520422557251254,0.848665255037386,0.529952889808314,4,8,2
"175","1202","Lausitz-Spreewald",2012,598388,0.496728,0.46130267509842,0.849287935909377,0.512918025685229,4,7,2
"176","1202","Lausitz-Spreewald",2013,598388,0.524856,0.533872943082859,0.841552160359143,0.493049401329579,4,8,2
"177","1202","Lausitz-Spreewald",2014,598388,0.510768,0.542481963364783,0.837786663104471,0.465685241943294,5,9,3
"178","1202","Lausitz-Spreewald",2015,598388,0.477688,0.528075439306201,0.830116967219832,0.434879365096148,4,8,2
"179","1202","Lausitz-Spreewald",2016,598388,0.444792,0.506180748570042,0.825104364481973,0.409198861137767,4,8,2
"180","1202","Lausitz-Spreewald",2017,598388,0.40383,0.48152880278439,0.815654080655656,0.377820516071484,4,7,2
"181","1203","Oderland-Spree",1998,429505,0.826009,0.730059156669435,0.927160614534877,0.692675376072702,5,9,3
"182","1203","Oderland-Spree",1999,429505,0.812958,0.709372010474451,0.924111178395284,0.695547960297559,5,9,3
"183","1203","Oderland-Spree",2000,429505,0.801883,0.712143656734742,0.918594794175753,0.680588516516397,5,9,3
"184","1203","Oderland-Spree",2001,429505,0.778473,0.69738646859101,0.914980899459456,0.661536480596694,5,9,3
"185","1203","Oderland-Spree",2002,429505,0.769532,0.678700594828646,0.913305905504009,0.667604192562698,5,9,3
"186","1203","Oderland-Spree",2003,429505,0.776553,0.673522958725617,0.910963757524715,0.68634836857146,5,9,3
"187","1203","Oderland-Spree",2004,429505,0.775512,0.656832928173226,0.915234761516218,0.697102633138765,5,9,3
"188","1203","Oderland-Spree",2005,429505,0.789759,0.683329246926882,0.917226555972976,0.691390460469298,5,10,3
"189","1203","Oderland-Spree",2006,429505,0.752099,0.650336031933296,0.911215549657368,0.670191837426221,5,9,3
"190","1203","Oderland-Spree",2007,429505,0.698215,0.617090290333627,0.899681137029022,0.628833739654065,5,9,3
"191","1203","Oderland-Spree",2008,429505,0.62865,0.562893945666134,0.876021366022434,0.595483263019322,4,8,2
"192","1203","Oderland-Spree",2009,429505,0.566919,0.492094422821251,0.862887309691745,0.580733455031867,3,6,2
"193","1203","Oderland-Spree",2010,429505,0.566087,0.514937317784922,0.86352837940947,0.555920867077486,4,7,2
"194","1203","Oderland-Spree",2011,429505,0.553106,0.538673619612912,0.849082684222869,0.525878694719768,4,8,2
"195","1203","Oderland-Spree",2012,429505,0.513938,0.491713295375246,0.84986016559155,0.509447262297807,4,7,2
"196","1203","Oderland-Spree",2013,429505,0.536542,0.557280422388261,0.842122718241388,0.487752438785531,5,9,3
"197","1203","Oderland-Spree",2014,429505,0.514884,0.545999708253549,0.839364499213589,0.467169100198126,5,9,3
"198","1203","Oderland-Spree",2015,429505,0.49366,0.546278356247486,0.830947804984067,0.441378307863687,5,9,3
"199","1203","Oderland-Spree",2016,429505,0.461346,0.530891201198863,0.824894474821416,0.411162902929435,4,8,2
"200","1203","Oderland-Spree",2017,429505,0.415825,0.49688005098856,0.813402462320446,0.383895669576372,4,8,2
"201","1204","Prignitz-Oberhavel",1998,386524,0.848323,0.734049481298575,0.932599965451712,0.718916426838519,5,9,3
"202","1204","Prignitz-Oberhavel",1999,386524,0.832463,0.728609472371986,0.927438597038666,0.704163648766826,5,9,3
"203","1204","Prignitz-Oberhavel",2000,386524,0.813211,0.723447179903458,0.922489444106479,0.683499285663548,5,9,3
"204","1204","Prignitz-Oberhavel",2001,386524,0.790923,0.712195137958834,0.917807121031345,0.663804207330803,5,9,3
"205","1204","Prignitz-Oberhavel",2002,386524,0.779651,0.686872682780526,0.916235958459108,0.672678434973505,5,9,3
"206","1204","Prignitz-Oberhavel",2003,386524,0.789938,0.687070259475176,0.91354000146544,0.691622144318958,5,9,3
"207","1204","Prignitz-Oberhavel",2004,386524,0.792316,0.684737572534889,0.914071701503625,0.697223989664114,5,10,3
"208","1204","Prignitz-Oberhavel",2005,386524,0.785835,0.675460914809098,0.916604597097846,0.693607698103646,5,9,3
"209","1204","Prignitz-Oberhavel",2006,386524,0.763484,0.661154278896386,0.911896769737805,0.67689120224949,5,9,3
"210","1204","Prignitz-Oberhavel",2007,386524,0.709544,0.615422372104807,0.903153719490439,0.645139007105544,5,10,3
"211","1204","Prignitz-Oberhavel",2008,386524,0.644549,0.576041981748363,0.878579039116188,0.60519324152395,5,9,3
"212","1204","Prignitz-Oberhavel",2009,386524,0.586002,0.511916958057958,0.866638332933227,0.587666450619847,4,7,2
