"";"JAHR";"PLZ2";"GISD_Score";"Bevoelkerung";"GISD_5";"GISD_10";"GISD_k"
"212";2000;24;0,591285;1096639;4;7;2
"213";2000;25;0,525113;696446;4;7;2
"214";2000;26;0,720611;1174940;5;9;3
"215";2000;27;0,619051;860141;4;8;2
"216";2000;28;0,49701;738878;3;6;2
"217";2000;29;0,720379;522068;5;9;3
"218";2000;30;0,475499;912461;3;6;2
"219";2000;31;0,541515;987374;4;7;2
"220";2000;32;0,393514;885607;3;5;2
"221";2000;33;0,397468;1082569;3;5;2
"222";2000;34;0,597716;771997;4;7;2
"223";2000;35;0,416942;912547;3;5;2
"224";2000;36;0,52314;534835;4;7;2
"225";2000;37;0,64911;444539;4;8;2
"226";2000;38;0,560692;1141969;4;7;2
"227";2000;39;0,972895;783323;5;10;3
"228";2000;40;0,261579;991992;2;3;2
"229";2000;41;0,440351;952282;3;5;2
"230";2000;42;0,449434;878888;3;6;2
"231";2000;44;0,677217;1267494;4;8;2
"232";2000;45;0,591601;1559154;4;7;2
"233";2000;46;0,564781;894580;4;7;2
"234";2000;47;0,632716;1313713;4;8;2
"235";2000;48;0,376051;1189935;3;5;2
"236";2000;49;0,529063;1228129;4;7;2
"237";2000;50;0,355096;1084177;2;4;2
"238";2000;51;0,323194;1079789;2;4;2
"239";2000;52;0,505495;941131;3;6;2
"240";2000;53;0,277507;1265468;2;3;2
"241";2000;54;0,548487;516643;4;7;2
"242";2000;55;0,340907;805580;2;4;2
"243";2000;56;0,471958;849197;3;6;2
"244";2000;57;0,385578;598580;3;5;2
"245";2000;58;0,455795;930406;3;6;2
"246";2000;59;0,505065;1145053;3;6;2
"247";2000;60;0,226305;619157;1;2;1
"248";2000;61;0,141184;451016;1;1;1
"249";2000;63;0,324749;1268562;2;4;2
"250";2000;64;0,248924;802795;2;3;2
"251";2000;65;0,235111;1081652;1;2;1
"252";2000;66;0,656654;1248759;4;8;2
"253";2000;67;0,504526;1033467;3;6;2
"254";2000;68;0,367457;601445;3;5;2
"255";2000;69;0,136224;508992;1;1;1
"256";2000;70;0,092038;821650;1;1;1
"257";2000;71;0,074388;1000158;1;1;1
"258";2000;72;0,175141;1056260;1;2;1
"259";2000;73;0,16681;1006392;1;1;1
"260";2000;74;0,236508;1057532;1;2;1
"261";2000;75;0,231545;484410;1;2;1
"262";2000;76;0,230921;1139769;1;2;1
"263";2000;77;0,268724;478943;2;3;2
"264";2000;78;0,277438;741488;2;3;2
"265";2000;79;0,292396;1040371;2;4;2
"266";2000;80;7,3e-05;626238;1;1;1
"267";2000;81;0;814923;1;1;1
"268";2000;82;0,054883;735553;1;1;1
"269";2000;83;0,19788;762163;1;2;1
"270";2000;84;0,278173;684830;2;4;2
"271";2000;85;0,054607;1114901;1;1;1
"272";2000;86;0,243474;1164100;2;3;2
"273";2000;87;0,273152;522875;2;3;2
"274";2000;88;0,208925;846572;1;2;1
"275";2000;89;0,211736;763761;1;2;1
"276";2000;90;0,288627;892793;2;4;2
"277";2000;91;0,212759;999919;1;2;1
"278";2000;92;0,373054;516635;3;5;2
"279";2000;93;0,294247;590817;2;4;2
"280";2000;94;0,442484;705807;3;6;2
"281";2000;95;0,446346;497508;3;6;2
"282";2000;96;0,386773;561663;3;5;2
"283";2000;97;0,293395;1061355;2;4;2
"284";2000;98;0,835649;304392;5;10;3
"285";2000;99;0,820356;945480;5;10;3
"286";2001;1;0,643291;1245041;5;9;3
"287";2001;2;0,831798;427271;5;10;3
"288";2001;3;0,762302;294995;5;9;3
"289";2001;4;0,794627;1233846;5;10;3
"290";2001;6;1;1300863;5;10;3
"291";2001;7;0,707416;579985;5;9;3
"292";2001;8;0,764079;598445;5;9;3
"293";2001;9;0,768164;788089;5;9;3
"294";2001;10;0,593402;414467;4;8;2
"295";2001;12;0,593226;1377942;4;8;2
"296";2001;13;0,593432;1173394;4;8;2
"297";2001;14;0,617308;1264837;4;8;2
"298";2001;15;0,72195;627638;5;9;3
"299";2001;16;0,774765;598416;5;9;3
"300";2001;17;0,914502;587834;5;10;3
"301";2001;18;0,896355;607324;5;10;3
"302";2001;19;0,896622;404679;5;10;3
"303";2001;20;0,261771;123873;2;3;2
"304";2001;21;0,330439;1597996;3;5;2
"305";2001;22;0,257072;1103442;2;3;2
"306";2001;23;0,623206;734709;4;8;2
"307";2001;24;0,551768;1096639;4;7;2
"308";2001;25;0,50393;696446;4;7;2
"309";2001;26;0,687246;1174940;5;9;3
"310";2001;27;0,583421;860141;4;8;2
"311";2001;28;0,420265;738878;3;6;2
"312";2001;29;0,677622;522068;5;9;3
"313";2001;30;0,43868;912461;3;6;2
"314";2001;31;0,516651;987374;4;7;2
"315";2001;32;0,327406;885607;3;5;2
"316";2001;33;0,323701;1082569;3;5;2
"317";2001;34;0,511609;771997;4;7;2
"318";2001;35;0,354856;912547;3;5;2
"319";2001;36;0,452146;534835;3;6;2
"320";2001;37;0,596625;444539;4;8;2
"321";2001;38;0,526213;1141969;4;7;2
"322";2001;39;0,981647;783323;5;10;3
"323";2001;40;0,224016;991992;2;3;2
"324";2001;41;0,389584;952282;3;6;2
"325";2001;42;0,380721;878888;3;5;2
"326";2001;44;0,571768;1267494;4;8;2
"327";2001;45;0,500299;1559154;4;7;2
"328";2001;46;0,503141;894580;4;7;2
"329";2001;47;0,560176;1313713;4;8;2
"330";2001;48;0,341526;1189935;3;5;2
"331";2001;49;0,499565;1228129;4;7;2
"332";2001;50;0,295481;1084177;2;4;2
"333";2001;51;0,254966;1079789;2;3;2
"334";2001;52;0,436583;941131;3;6;2
"335";2001;53;0,25257;1265468;2;3;2
"336";2001;54;0,508809;516643;4;7;2
"337";2001;55;0,311518;805580;2;4;2
"338";2001;56;0,457441;849197;3;6;2
"339";2001;57;0,357046;598580;3;5;2
"340";2001;58;0,391082;930406;3;6;2
"341";2001;59;0,450628;1145053;3;6;2
"342";2001;60;0,172902;619157;1;2;1
"343";2001;61;0,116882;451016;1;1;1
"344";2001;63;0,28194;1268562;2;4;2
"345";2001;64;0,217933;802795;1;2;1
"346";2001;65;0,201615;1081652;1;2;1
"347";2001;66;0,631304;1248759;5;9;3
"348";2001;67;0,482531;1033467;4;7;2
"349";2001;68;0,317604;601445;2;4;2
"350";2001;69;0,112317;508992;1;1;1
"351";2001;70;0,075199;821650;1;1;1
"352";2001;71;0,065269;1000158;1;1;1
"353";2001;72;0,150224;1056260;1;2;1
"354";2001;73;0,14227;1006392;1;1;1
"355";2001;74;0,223932;1057532;1;2;1
"356";2001;75;0,189957;484410;1;2;1
"357";2001;76;0,203924;1139769;1;2;1
"358";2001;77;0,257016;478943;2;3;2
"359";2001;78;0,247692;741488;2;3;2
"360";2001;79;0,266102;1040371;2;4;2
"361";2001;80;4,6e-05;626238;1;1;1
"362";2001;81;0;814923;1;1;1
"363";2001;82;0,07268;735553;1;1;1
"364";2001;83;0,227441;762163;2;3;2
"365";2001;84;0,30528;684830;2;4;2
"366";2001;85;0,075138;1114901;1;1;1
"367";2001;86;0,252105;1164100;2;3;2
"368";2001;87;0,278672;522875;2;4;2
"369";2001;88;0,188165;846572;1;2;1
"370";2001;89;0,201248;763761;1;2;1
"371";2001;90;0,284324;892793;2;4;2
"372";2001;91;0,21033;999919;1;2;1
"373";2001;92;0,383194;516635;3;5;2
"374";2001;93;0,311232;590817;2;4;2
"375";2001;94;0,431308;705807;3;6;2
"376";2001;95;0,413689;497508;3;6;2
"377";2001;96;0,354196;561663;3;5;2
"378";2001;97;0,282002;1061355;2;4;2
"379";2001;98;0,789401;304392;5;10;3
"380";2001;99;0,786708;945480;5;10;3
"381";2002;1;0,67448;1245041;5;9;3
"382";2002;2;0,873613;427271;5;10;3
"383";2002;3;0,815638;294995;5;9;3
"384";2002;4;0,832562;1233846;5;10;3
"385";2002;6;1;1300863;5;10;3
"386";2002;7;0,746013;579985;5;9;3
"387";2002;8;0,815798;598445;5;9;3
"388";2002;9;0,815503;788089;5;9;3
"389";2002;10;0,66117;414467;4;8;2
"390";2002;12;0,661068;1377942;4;8;2
"391";2002;13;0,661179;1173394;4;8;2
"392";2002;14;0,679993;1264837;5;9;3
"393";2002;15;0,773333;627638;5;9;3
"394";2002;16;0,826605;598416;5;10;3
"395";2002;17;0,94384;587834;5;10;3
"396";2002;18;0,938634;607324;5;10;3
"397";2002;19;0,917703;404679;5;10;3
"398";2002;20;0,292443;123873;2;3;2
"399";2002;21;0,373634;1597996;3;5;2
"400";2002;22;0,290481;1103442;2;3;2
"401";2002;23;0,662109;734709;4;8;2
"402";2002;24;0,601998;1096639;4;7;2
"403";2002;25;0,547883;696446;4;7;2
"404";2002;26;0,742853;1174940;5;9;3
"405";2002;27;0,645581;860141;4;8;2
"406";2002;28;0,45883;738878;3;6;2
"407";2002;29;0,730568;522068;5;9;3
"408";2002;30;0,492168;912461;3;6;2
"409";2002;31;0,562681;987374;4;7;2
"410";2002;32;0,395065;885607;3;5;2
"411";2002;33;0,367357;1082569;3;5;2
"412";2002;34;0,550232;771997;4;7;2
"413";2002;35;0,388264;912547;3;5;2
"414";2002;36;0,474873;534835;3;6;2
"415";2002;37;0,640868;444539;4;8;2
"416";2002;38;0,555462;1141969;4;7;2
"417";2002;39;0,994921;783323;5;10;3
"418";2002;40;0,257872;991992;1;2;1
"419";2002;41;0,441276;952282;3;6;2
"420";2002;42;0,421786;878888;3;5;2
"421";2002;44;0,624986;1267494;4;8;2
"422";2002;45;0,537732;1559154;4;7;2
"423";2002;46;0,557501;894580;4;7;2
"424";2002;47;0,61849;1313713;4;8;2
"425";2002;48;0,394835;1189935;3;5;2
"426";2002;49;0,56066;1228129;4;7;2
"427";2002;50;0,344019;1084177;2;4;2
"428";2002;51;0,300542;1079789;2;3;2
"429";2002;52;0,481077;941131;3;6;2
"430";2002;53;0,302483;1265468;2;4;2
"431";2002;54;0,560294;516643;4;7;2
"432";2002;55;0,350001;805580;2;4;2
"433";2002;56;0,507621;849197;3;6;2
"434";2002;57;0,406516;598580;3;5;2
"435";2002;58;0,442004;930406;3;6;2
"436";2002;59;0,511158;1145053;4;7;2
"437";2002;60;0,184144;619157;1;2;1
"438";2002;61;0,15205;451016;1;1;1
"439";2002;63;0,323957;1268562;2;4;2
"440";2002;64;0,243014;802795;1;2;1
"441";2002;65;0,231466;1081652;1;2;1
"442";2002;66;0,643378;1248759;4;8;2
"443";2002;67;0,509129;1033467;3;6;2
"444";2002;68;0,332082;601445;2;4;2
"445";2002;69;0,132132;508992;1;1;1
"446";2002;70;0,10098;821650;1;1;1
"447";2002;71;0,101071;1000158;1;1;1
"448";2002;72;0,18982;1056260;1;2;1
"449";2002;73;0,178921;1006392;1;1;1
"450";2002;74;0,259803;1057532;2;3;2
"451";2002;75;0,245917;484410;1;2;1
"452";2002;76;0,245845;1139769;1;2;1
"453";2002;77;0,28957;478943;2;3;2
"454";2002;78;0,295585;741488;2;3;2
"455";2002;79;0,301018;1040371;2;3;2
"456";2002;80;1e-05;626238;1;1;1
"457";2002;81;0;814923;1;1;1
"458";2002;82;0,091243;735553;1;1;1
"459";2002;83;0,259534;762163;2;3;2
"460";2002;84;0,350367;684830;2;4;2
"461";2002;85;0,099319;1114901;1;1;1
"462";2002;86;0,290822;1164100;2;3;2
"463";2002;87;0,317051;522875;2;4;2
"464";2002;88;0,229029;846572;1;2;1
"465";2002;89;0,238223;763761;1;2;1
"466";2002;90;0,318058;892793;2;4;2
"467";2002;91;0,253866;999919;1;2;1
"468";2002;92;0,423511;516635;3;5;2
"469";2002;93;0,336445;590817;2;4;2
"470";2002;94;0,495882;705807;3;6;2
"471";2002;95;0,464604;497508;3;6;2
"472";2002;96;0,417105;561663;3;5;2
"473";2002;97;0,324085;1061355;2;4;2
"474";2002;98;0,79932;304392;5;9;3
"475";2002;99;0,842717;945480;5;10;3
"476";2003;1;0,648036;1245041;4;8;2
"477";2003;2;0,866575;427271;5;10;3
"478";2003;3;0,812392;294995;5;10;3
"479";2003;4;0,805044;1233846;5;10;3
"480";2003;6;1;1300863;5;10;3
"481";2003;7;0,722539;579985;5;9;3
"482";2003;8;0,803752;598445;5;9;3
"483";2003;9;0,778807;788089;5;9;3
"484";2003;10;0,666449;414467;5;9;3
"485";2003;12;0,665856;1377942;4;8;2
"486";2003;13;0,666433;1173394;4;8;2
"487";2003;14;0,675945;1264837;5;9;3
"488";2003;15;0,767347;627638;5;9;3
"489";2003;16;0,82015;598416;5;10;3
"490";2003;17;0,935471;587834;5;10;3
"491";2003;18;0,945852;607324;5;10;3
"492";2003;19;0,937525;404679;5;10;3
"493";2003;20;0,281109;123873;2;3;2
"494";2003;21;0,356381;1597996;3;5;2
"495";2003;22;0,279388;1103442;2;3;2
"496";2003;23;0,650818;734709;4;8;2
"497";2003;24;0,614179;1096639;4;8;2
"498";2003;25;0,543748;696446;4;7;2
"499";2003;26;0,74547;1174940;5;9;3
"500";2003;27;0,659809;860141;4;8;2
"501";2003;28;0,468764;738878;3;6;2
"502";2003;29;0,748871;522068;5;9;3
"503";2003;30;0,510441;912461;3;6;2
"504";2003;31;0,590929;987374;4;7;2
"505";2003;32;0,396198;885607;3;5;2
"506";2003;33;0,368758;1082569;3;5;2
"507";2003;34;0,556344;771997;4;7;2
"508";2003;35;0,411046;912547;3;5;2
"509";2003;36;0,48529;534835;3;6;2
"510";2003;37;0,65943;444539;4;8;2
"511";2003;38;0,552193;1141969;4;7;2
"512";2003;39;0,988513;783323;5;10;3
"513";2003;40;0,244787;991992;1;2;1
"514";2003;41;0,435061;952282;3;5;2
"515";2003;42;0,423781;878888;3;5;2
"516";2003;44;0,627024;1267494;4;8;2
"517";2003;45;0,546863;1559154;4;7;2
"518";2003;46;0,556968;894580;4;7;2
"519";2003;47;0,61165;1313713;4;7;2
"520";2003;48;0,385257;1189935;3;5;2
"521";2003;49;0,561856;1228129;4;7;2
"522";2003;50;0,338423;1084177;2;4;2
"523";2003;51;0,297825;1079789;2;4;2
"524";2003;52;0,485815;941131;3;6;2
"525";2003;53;0,290048;1265468;2;3;2
"526";2003;54;0,519158;516643;4;7;2
"527";2003;55;0,332561;805580;2;4;2
"528";2003;56;0,494299;849197;3;6;2
"529";2003;57;0,39988;598580;3;5;2
"530";2003;58;0,444528;930406;3;6;2
"531";2003;59;0,510916;1145053;4;7;2
"532";2003;60;0,198984;619157;1;2;1
"533";2003;61;0,145545;451016;1;1;1
"534";2003;63;0,331849;1268562;2;4;2
"535";2003;64;0,2427;802795;1;2;1
"536";2003;65;0,231949;1081652;1;2;1
"537";2003;66;0,630165;1248759;4;8;2
"538";2003;67;0,496875;1033467;3;6;2
"539";2003;68;0,326242;601445;2;4;2
"540";2003;69;0,119857;508992;1;1;1
"541";2003;70;0,075399;821650;1;1;1
"542";2003;71;0,085619;1000158;1;1;1
"543";2003;72;0,182668;1056260;1;2;1
"544";2003;73;0,172754;1006392;1;1;1
"545";2003;74;0,250528;1057532;1;2;1
"546";2003;75;0,253522;484410;2;3;2
"547";2003;76;0,236606;1139769;1;2;1
"548";2003;77;0,279359;478943;2;3;2
"549";2003;78;0,287869;741488;2;3;2
"550";2003;79;0,293459;1040371;2;3;2
"551";2003;80;8,1e-05;626238;1;1;1
"552";2003;81;0;814923;1;1;1
"553";2003;82;0,073842;735553;1;1;1
"554";2003;83;0,25028;762163;1;2;1
"555";2003;84;0,324114;684830;2;4;2
"556";2003;85;0,078074;1114901;1;1;1
"557";2003;86;0,283556;1164100;2;3;2
"558";2003;87;0,319843;522875;2;4;2
"559";2003;88;0,221938;846572;1;2;1
"560";2003;89;0,231363;763761;1;2;1
"561";2003;90;0,318714;892793;2;4;2
"562";2003;91;0,259597;999919;2;3;2
"563";2003;92;0,439603;516635;3;6;2
"564";2003;93;0,323557;590817;2;4;2
"565";2003;94;0,483832;705807;3;6;2
"566";2003;95;0,487741;497508;3;6;2
"567";2003;96;0,41036;561663;3;5;2
"568";2003;97;0,334326;1061355;2;4;2
"569";2003;98;0,743447;304392;5;9;3
"570";2003;99;0,801773;945480;5;9;3
"571";2004;1;0,649525;1245041;4;8;2
"572";2004;2;0,865744;427271;5;10;3
"573";2004;3;0,855835;294995;5;10;3
"574";2004;4;0,814175;1233846;5;9;3
"575";2004;6;0,994285;1300863;5;10;3
"576";2004;7;0,727551;579985;5;9;3
"577";2004;8;0,783927;598445;5;9;3
"578";2004;9;0,775167;788089;5;9;3
"579";2004;10;0,686048;414467;4;8;2
"580";2004;12;0,685625;1377942;4;8;2
"581";2004;13;0,686049;1173394;5;9;3
"582";2004;14;0,710382;1264837;5;9;3
"583";2004;15;0,81889;627638;5;9;3
"584";2004;16;0,86957;598416;5;10;3
"585";2004;17;0,99724;587834;5;10;3
"586";2004;18;0,999248;607324;5;10;3
"587";2004;19;0,966127;404679;5;10;3
"588";2004;20;0,270418;123873;2;3;2
"589";2004;21;0,355229;1597996;3;5;2
"590";2004;22;0,274051;1103442;2;3;2
"591";2004;23;0,664687;734709;4;8;2
"592";2004;24;0,632551;1096639;4;8;2
"593";2004;25;0,568029;696446;4;7;2
"594";2004;26;0,747203;1174940;5;9;3
"595";2004;27;0,659392;860141;4;8;2
"596";2004;28;0,494457;738878;3;6;2
"597";2004;29;0,758135;522068;5;9;3
"598";2004;30;0,461343;912461;3;6;2
"599";2004;31;0,571264;987374;4;7;2
"600";2004;32;0,38798;885607;3;5;2
"601";2004;33;0,358765;1082569;3;5;2
"602";2004;34;0,553119;771997;4;7;2
"603";2004;35;0,421119;912547;3;5;2
"604";2004;36;0,51815;534835;4;7;2
"605";2004;37;0,657663;444539;4;8;2
"606";2004;38;0,537139;1141969;4;7;2
"607";2004;39;1;783323;5;10;3
"608";2004;40;0,234008;991992;1;2;1
"609";2004;41;0,435734;952282;3;6;2
"610";2004;42;0,402213;878888;3;5;2
"611";2004;44;0,623818;1267494;4;8;2
"612";2004;45;0,55438;1559154;4;7;2
"613";2004;46;0,573984;894580;4;7;2
"614";2004;47;0,613564;1313713;4;7;2
"615";2004;48;0,387818;1189935;3;5;2
"616";2004;49;0,534957;1228129;4;7;2
"617";2004;50;0,342141;1084177;2;4;2
"618";2004;51;0,288533;1079789;2;3;2
"619";2004;52;0,492472;941131;3;6;2
"620";2004;53;0,291092;1265468;2;3;2
"621";2004;54;0,537717;516643;4;7;2
"622";2004;55;0,326989;805580;2;4;2
